昆虫ID,分類群,大図鑑カタログNo,科名,科和名,亜科名,亜科和名,族名,族和名,亜族名,亜族名_1,属名,亜属名,種小名,亜種小名,著者,公表年,類似種,和名,旧和名,別名,その他の和名,その他の和名_1,標準図鑑以後の変更,学名,主要食草1,主要食草科1,観察タイプ1,利用部位1,利用ステージ1,出典1,食草備考1,主要食草2,主要食草科2,観察タイプ2,利用部位2,利用ステージ2,出典2,食草備考2,主要食草3,主要食草科3,観察タイプ3,利用部位3,利用ステージ3,出典3,食草備考3,主要食草4,主要食草科4,観察タイプ4,利用部位4,利用ステージ4,出典4,食草備考4,主要食草5,主要食草科5,観察タイプ5,利用部位5,利用ステージ5,出典5,食草備考5,データソース,備考
moth-2148,蛾類,,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Apamea,,monoglypha,,,,,ユーラシアオホーツクヨトウ,,,,,,"Apamea monoglypha (Hufnagel, 1766)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3746,蛾類,3746,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Loscopia,,scolopacina,,,,,セスジヨトウ,,,,,,"Loscopia scolopacina (Esper, 1788)",オオスズメノテッポウ; カモガヤ(以上イネ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3747,蛾類,3747,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Pabulatrix,,pabulatricula,,,,,ウスクモヨトウ,,,,,,Pabulatrix pabulatricula (Brahm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3750,蛾類,3750,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Leucapamea,,kawadai,,,,,マエアカシロヨトウ,,,,,,Leucapamea kawadai (Sugi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3748,蛾類,3748,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Leucapamea,,hikosana,,,,,クロコシロヨトウ,,,,,,Leucapamea hikosana (Sugi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3749,蛾類,3749,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Leucapamea,,kyushuensis,,,,,キュウシュウマエアカシロヨトウ,,,,,,Leucapamea kyushuensis (Sugi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3751,蛾類,3751,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Leucapamea,,askoldis,,,,,コマエアカシロヨトウ,,,,,,"Leucapamea askoldis (Oberthür, 1880)","""スゲ属の一種 (カヤツリグサ科)の地際茎内を食べることが確認されている。",,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3752,蛾類,3752,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Antapamea,,conciliata,,,,,アオフシラクモヨトウ,,,,,,Antapamea conciliata (Butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3753,蛾類,3753,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Antapamea,,okinawensis,,,,,オキナワシラクモヨトウ,,,,,,Antapamea okinawensis (Sugi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3754,蛾類,3754,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Lateroligia,,ophiogramma,,,,,クサビヨトウ,,,,,,"Lateroligia ophiogramma (Esper, 1794)",テンキグサ; ススキ; ホッスガヤ; クサヨシ; トウモロコシ(以上イネ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3755,蛾類,3755,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Oligia,,leuconephra,,,,,シロミミチビヨトウ,,,,,,Oligia leuconephra Hampson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3758,蛾類,3758,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Mesoligia,,furuncula,,,,,ヨコスジヨトウ,,,,,,"Mesoligia furuncula (Denis & Schiffermüller, 1775)","""テンキグサク; カモガヤ; シバムギ; ハマムギ(以上イネ科)",,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3757,蛾類,3757,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Litoligia,,fodinae,,,,,セアカヨトウ,,,,,,Litoligia fodinae (Oberthür,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3756,蛾類,3756,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Photedes,,fluxa,,,,,ウスキモンヨトウ,,,,,,Photedes fluxa (Hübner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3760,蛾類,3760,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Mesapamea,,concinnata,,,,,ホシミミヨトウ,,,,,,"Mesapamea concinnata Heinicke, 1959",ホッスガヤ(以上イネ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,スゲ属(カヤツリグサ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3761,蛾類,3761,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Sapporia,,repetita,,,,,サッポロチャイロヨトウ,,,,,,"Sapporia repetita (Butler, 1885)",チシマザサ (イネ科)の若芽から羽化した例がある。,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3769,蛾類,3769,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Resapamea,,hedeni,,,,,ミヤマチャイロヨトウ,,,,,,Resapamea hedeni (Graeser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3762,蛾類,3762,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Xenapamea,,pacifica,,,,,マダラヨトウ,,,,,,Xenapamea pacifica Sugi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3763,蛾類,3763,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Anapamea,,cuneatoides,,,,,カバマダラヨトウ,,,,,,"Anapamea cuneatoides Poole, 1989",メダケ (イネ科)の若芽,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3764,蛾類,3764,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Anapamea,,apameoides,,,,,ヒコサンコアカヨトウ,,,,,,Anapamea apameoides (Draudt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3765,蛾類,3765,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Anapamea,,incerta,,,,,ヒメキイロヨトウ,,,,,,Anapamea incerta (Staudinger,1892)不明,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3766,蛾類,3766,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Bambusiphila,,vulgaris,,,,,ハジマヨトウ,,,,,,"Bambusiphila vulgaris (Butler, 1886)",ハチク; マダケ; モウソウチク; メダケ; ホテイチク; カンザンチク; リュウキュウチク; タイミンチク; ヤダケ(以上イネ科)の若芽; タケノコの害虫として有名である。,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3767,蛾類,3767,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Atrachea,,nitens,,,,,ギシギシヨトウ,,,,,,"Atrachea nitens (Butler, 1878)",ギシギシ (タデ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,カモジグサ(イネ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3768,蛾類,3768,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Atrachea,,miyakensis,,,,,ミヤケジマヨトウ,,,,,,"Atrachea miyakensis Sugi, 1963",カンザンチク; リュウキュウチク; タイミンチク; メダケ (以上イネ科)のタケノコ,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3815,蛾類,3815,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Atrachea,,japonica,,,,,ナカグロアカガネヨトウ,,,,,,Atrachea japonica (Leech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3770,蛾類,3770,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Xylomoia,,graminea,,,,,クシロモクメヨトウ,,,,,,Xylomoia graminea (Graeser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3771,蛾類,3771,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Xylomoia,,fusei,,,,,イチモジヒメヨトウ,,,,,,"Xylomoia fusei Sugi, 1976",クサヨシ (イネ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-2149,蛾類,,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Staurophora,,celsia,,,,,コンゴウミドリヨトウ,,,,,,Staurophora celsia (Linnaeus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3772,蛾類,3772,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Hydraecia,,petasitis,,,,,フキヨトウ,,,,,,"Hydraecia petasitis Doubleday, 1847",アキタブキ; ハンゴンソウ(以上キク科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3773,蛾類,3773,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Hydraecia,,ultima,,,,,キタヨトウ,,,,,,Hydraecia ultima Holst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3774,蛾類,3774,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Hydraecia,,mongoliensis,,,,,スギキタヨトウ,,,,,,"Hydraecia mongoliensis Urbahn, 1967",タマネギ; ギョウジャニンニク (以上ネギ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,北海道ではタマネギの害虫として知られている,,,,
catalog-3780,蛾類,3780,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Helotropha,,leucostigma,,,,,ショウブオオヨトウ,,,,,,"Helotropha leucostigma (Hübner, 1808)",トウモロコシ(以上イネ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,アブラガヤ (カヤツリグサ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3775,蛾類,3775,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Amphipoea,,asiatica,,,,,タカネショウブヨトウ,,,,,,Amphipoea asiatica (Burrows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3776,蛾類,3776,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Amphipoea,,ussuriensis,,,,,ショウブヨトウ,,,,,,Amphipoea ussuriensis (Petersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3777,蛾類,3777,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Amphipoea,,fucosa,,,,,キタショウブヨトウ,,,,,,"Amphipoea fucosa (Freyer, 1830)",ハマニンニク; ススキ; トウモロコシ(以上イネ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3778,蛾類,3778,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Amphipoea,,lucens,,,,,エゾショウブヨトウ,,,,,,Amphipoea lucens (Freyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3779,蛾類,3779,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Amphipoea,,burrowsi,,,,,ミヤマショウブヨトウ,,,,,,"Amphipoea burrowsi (Chapman, 1912)",ハナショウブ; ノハナショウブ (以上アヤメ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3781,蛾類,3781,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Gortyna,,fortis,,,,,ゴボウトガリヨトウ,,,,,,"Gortyna fortis (Butler, 1878)",タケニグサ (ケシ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,エゾゴマナ (以上キク科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,キンミズヒキ (以上バラ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,ウラジロタデ (以上タデ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,アキカラマツ (キンポウゲ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,
catalog-3782,蛾類,3782,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Gortyna,,basalipunctata,,,,,ヒメトガリヨトウ,,,,,,Gortyna basalipunctata Graeser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3788,蛾類,3788,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Coenobia,,orientalis,,,,,テンスジウスキヨトウ,,,,,,Coenobia orientalis Sugi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3794,蛾類,3794,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Longalatedes,,elymi,,,,,ホソバウスキヨトウ,,,,,,"Longalatedes elymi (Treitschke, 1825)",テンキグサ (イネ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,ヨーロッパでも; テンキグサ(イネ科)を食すとされる,,,,
catalog-3793,蛾類,3793,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Protarchanara,,brevilinea,,,,,スジグロウスキヨトウ,,,,,,,Protarchanara brevilinea (Fenn; 1864),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3784,蛾類,3784,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Nonagria,,puengeleri,,,,,オオチャバネヨトウ,,,,,,,Nonagria puengeleri (Schawerda; 1923),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3792,蛾類,3792,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Rhizedra,,lutosa,,,,,ヨシヨトウ,,,,,,"Rhizedra lutosa (Hübner, 1803)","""ヨシ (イネ科)を食す。",,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3785,蛾類,3785,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Archanara,,resoluta,,,,,ハガタウスキヨトウ,,,,,,"Archanara resoluta Hampson, 1910",ヨシ (イネ科) から蛹が得られた事例がある。,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3786,蛾類,3786,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Globia,,sparganii,,,,,キスジウスキヨトウ,,,,,,"Capsula sparganii (Esper, 1790)",ガマ(ガマ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,ミクリ (ミクリ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3787,蛾類,3787,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Globia,,aerata,,,,,ガマヨトウ,,,,,,"Capsula aerata (Butler, 1878)","ガマ(ガマ科)""",,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3797,蛾類,3797,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Sedina,,buettneri,,,,,テンモントガリヨトウ,,,,,,Sedina buettneri (Hering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3795,蛾類,3795,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Ctenostola,,sparganoides,,,,,クシヒゲウスキヨトウ,,,,,,"Ctenostola sparganoides (Bang-Haas, 1927)","""カヤツリグサ属 (カヤツリグサ科)",,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3799,蛾類,3799,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Kumasia,,kumaso,,,,,クマソオオヨトウ,,,,,,"Kumasia kumaso (Sugi, 1963)",ハチク; マダケ; ヤダケ; ホテイチク(以上イネ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3800,蛾類,3800,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Asidemia,,inexpecta,,,,,エチゴハガタヨトウ,,,,,,"Asidemia inexpecta (Sugi, 1963)",ツゲ (ツゲ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3937,蛾類,3937,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Plusilla,,rosalia,,,,,ギンモンアカヨトウ,,,,,,"Plusilla rosalia Staudinger, 1892",ヤナギタア(タデ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-4099,蛾類,4099,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Xanthograpta,,basinigra,,,,,モトグロヨトウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3783,蛾類,3783,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Sesamia,,turpis,,,,,テンオビヨトウ,,,,,,"Sesamia turpis (Butler, 1879)",イネ(イネ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3791,蛾類,3791,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Sesamia,,confusa,,,,,カバイロウスキヨトウ,,,,,,"Sesamia confusa (Sugi, 1982)",ススキ (イネ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3798,蛾類,3798,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Sesamia,,inferens,,,,,イネヨトウ,,,,,,"Sesamia inferens (Walker, 1856)",イネ; ヒエ; ムギ類; アワ; トウモロコシ; サトウキビ(以上イネ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,イネ科作物の大害虫,,,,
catalog-3796,蛾類,3796,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Acrapex,,azumai,,,,,チビウスキヨトウ,,,,,,Acrapex azumai (Sugi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3935,蛾類,3935,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Virgo,,datanidia,,,,,トガリヨトウ,,,,,,Virgo datanidia (Butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-2150,蛾類,,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Virgo,,confusa,,,,,ニセトガリヨトウ,,,,,,Virgo confusa Kishida & Yoshimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3790,蛾類,3790,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Doerriesa,,coenosa,,,,,キュウシュウスジヨトウ,,,,,,Doerriesa coenosa Sugi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3790a,蛾類,3790a,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Doerriesa,,striata,,,,,エゾスジヨトウ,,,,,,Doerriesa striata (Staudinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3670,蛾類,3670,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Brachylomia,,viminalis,,,,,ヌカビラネジロキリガ,,,,,,Brachylomia viminalis (Fabricius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3671,蛾類,3671,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Dryobotodes,,intermissa,,,,,ナカオビキリガ,,,,,,Dryobotodes intermissa (Butler,アラカシ; クヌギ,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3672,蛾類,3672,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Dryobotodes,,pryeri,,,,,プライヤオビキリガ,,,,,,"Dryobotodes pryeri (Leech, 1900)",ヒメヤシャブシ (カバノキ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,カシワ(以上ブナ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3673,蛾類,3673,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Dryobotodes,,angusta,,,,,ホソバオビキリガ,,,,,,Dryobotodes angusta Sugi,ウバメガシ; クヌギ; カシワ,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-3675,蛾類,3675,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Xylena,,fumosa,,,,,アヤモクメキリガ,,,,,,"Xylena fumosa (Butler, 1878)",サクラ類(バラ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,ヤハズエンドウ(以上マメ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,タバコ(以上ナス科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,テンサイ(ヒユ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,ユリ類(ユリ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,
catalog-3676,蛾類,3676,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Xylena,,nihonica,,,,,ハネナガモクメキリガ,,,,,,Xylena nihonica Höne,ミミズバイ (ハイノキ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,サカキ (サカキ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,ツバキ(ツバキ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,アラカシ (ブナ科)など,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,ListMJ_hostplants_master.csv,広食性,,,,
moth-2151,蛾類,,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Xylena,,changi,,,,,ヒロバモクメキリガ,,,,,,"Xylena changi Horie, 1993",ソメイヨシノ (以上バラ科園芸種),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,ミミズパイ(ハイノキ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,サカキ(サカキ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,ツバキ(ツバキ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,アラカシ (ブナ科) など。,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,
catalog-3677,蛾類,3677,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Xylena,,formosa,,,,,キバラモクメキリガ,,,,,,"Xylena formosa (Butler, 1878)",アラカシ (以上ブナ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,シデコブシ (モクレン科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,サクラ類(以上バラ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,エニシダ(以上マメ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,タケニグサ (ケシ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,
catalog-3678,蛾類,3678,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Lithomoia,,solidaginis,,,,,シロスジキリガ,,,,,,"Lithomoia solidaginis (Hübner, 1803)",ホザキシモツケ(以上バラ科)が確認されている。ヨーロッパでは,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,バラ科,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,カバノキ科,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,クロウメモドキ科,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,ヤナギ科,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,
catalog-3679,蛾類,3679,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,,,,,Lithophane,,ustulata,,,,,ハンノキリガ,,,,,,"Lithophane ustulata (Butler, 1878)",カシワ; コナラ; ミズナラ(以上ブナ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
