昆虫ID,分類群,大図鑑カタログNo,科名,科和名,亜科名,亜科和名,族名,族和名,亜族名,亜族名_1,属名,亜属名,種小名,亜種小名,著者,公表年,類似種,和名,旧和名,別名,その他の和名,その他の和名_1,標準図鑑以後の変更,学名,主要食草1,主要食草科1,観察タイプ1,利用部位1,利用ステージ1,出典1,食草備考1,主要食草2,主要食草科2,観察タイプ2,利用部位2,利用ステージ2,出典2,食草備考2,主要食草3,主要食草科3,観察タイプ3,利用部位3,利用ステージ3,出典3,食草備考3,主要食草4,主要食草科4,観察タイプ4,利用部位4,利用ステージ4,出典4,食草備考4,主要食草5,主要食草科5,観察タイプ5,利用部位5,利用ステージ5,出典5,食草備考5,データソース,備考
moth-0048,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,honshui,,,,,リンゴクロモグリチビガ,,,,,,"Stigmella honshui Kemperman & Wilkinson, 1985",リンゴ（バラ科）,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0049,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,sorbivora,,,,,ウラジロノキモグリチビガ,,,,,,"Stigmella sorbivora Kemperman & Wilkinson, 1985",ウラジロノキ（バラ科）,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0050,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,zumii,,,,,ズミモグリチビガ,,,,,,"Stigmella zmnii Kemperman & Wilkinson, 1985",ズミ（バラ科）,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0051,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,egonokii,,,,,エゴノモグリチビガ,,,,,,"Stigmella egonokii Kemperman & Wilkinson, 1985",エゴノキ（エゴノキ科）,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0052,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,monticulella,,,,,スイカズラモグリチビガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0053,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,lediella,,,,,ツツジモグリチビガ,,,,,,"Stigmella sesplicata Kemperman & Wilkinson, 1985",ヤマツツジ; ツツジ属の一種（ツツジ科）,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0054,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,acrochaetia,,,,,アトヒロオビモグリチビガ,,,,,,"Stigmella acrochaetia Kemperman & Wilkinson, 1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0055,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,alikurokoi,,,,,イチゴモグリチビガ,,,,,,"Stigmella alikurokoi Kemperman & Wilkinson, 1985",モミジイチゴ; フユイチゴ; エビガライチゴ（以上バラ科）,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0056,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,ichigoiella,,,,,イチゴアカガネモグリチビガ,,,,,,"Stigmella ichigoiella Kemperman & Wilkinson, 1985",フユイチゴ（バラ科）,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0057,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,spiculifera,,,,,イチゴギンモグリチビガ,,,,,,"Stigmella spiculifera Kemperman & Wilkinson, 1985",モミジイチゴ; クサイチゴ（以上バラ科）,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0058,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,azukinashii,,,,,アズキナシモグリチビガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0059,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,hamamelella,,,,,マンサクモグリチビガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0060,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,pourthiaeella,,,,,カマツカモグリチビガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-25,蛾類,25,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,gimmonella,,,,,ギンモンモグリチビガ,,,,,,"Stigmella gimmonella (Matsumura, 1931)",オヒョウ; ハルニレ（以上ニレ科）,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0061,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,zelkoviella,,,,,ケヤキモグリチビガ,,,,,,"Stigmella zelkoviella Kemperman & Wilkinson, 1985",ケヤキ（ニレ科）,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-24,蛾類,24,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,castanopsiella,,,,,シイモグリチビガ,,,,,,"Stigmella castanopsiella (Kuroko, 1978)",スダジイ（ブナ科）,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0062,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,kurokoi,,,,,クヌギモグリチビガ,,,,,,"Stigmella kurokoi Puplesis, 1984",コナラ; カシワ; ナラガシワ（以上ブナ科）,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0063,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,aladina,,,,,クヌギクロモグリチビガ,,,,,,"Stigmella aladina Puplesis, 1984",コナラ; クヌギ; カシワ（以上ブナ科）,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0064,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,azuminoensis,,,,,アズミノモグリチビガ,,,,,,"Stigmella azuminoensis Hirano, 2010",コナラ; クヌギ; カシワ（以上ブナ科）,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0065,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,caesurifasciella,,,,,アカガシモグリチビガ,,,,,,"Stigmella caesurifasciella Kemperman & Wilkinson, 1985",アカガシ; アラカシ（以上ブナ科）,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0066,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,clisiotophora,,,,,アベマキモグリチビガ,,,,,,"Stigmella clisiotophora Kemperman & Wilkinson, 1985",アベマキ（ブナ科）,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0067,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,crenatiella,,,,,クリクロモグリチビガ,,,,,,"Stigmella crenatiella Hirano, 2010",クリ（ブナ科）,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0068,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,dentatae,,,,,カシワモグリチビガ,,,,,,"Stigmella dentatae Puplesis, 1984",カシワ; コナラ; ミズナラ（以上ブナ科）,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0069,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,fumida,,,,,ズグロモグリチビガ,,,,,,"Stigmella fumida Kemperman & Wilkinson, 1985",カシワ; クヌギ; クリ（以上ブナ科）,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0070,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,hisaii,,,,,キオビシイモグリチビガ,,,,,,"Stigmella hisaii Kuroko, 2004",スダジイ（ブナ科）,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0071,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,hisakoae,,,,,ヒサコナラモグリチビガ,,,,,,"Stigmella hisakoae Hirano, 2010",コナラ（ブナ科）,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0072,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Stigmella,,omelkoi,,,,,オスアトフサモグリチビガ,,,,,,"Stigmella omeikoi Puplesis, 1984",コナラ; カシワ; ミズナラ（以上ブナ科）,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0073,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Bohemannia,,ussuriella,,,,,ヒメキンツヤモグリチビガ,,,,,,"Bohemannia ussuriella Puplesis, 1984",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0074,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Bohemannia,,manschurella,,,,,キンツヤモグリチビガ,,,,,,"Bohemannia nipponicella Hirano, 2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0075,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Bohemannia,,nubila,,,,,ムモンツヤモグリチビガ,,,,,,"Bohemannia nubila Puplesis, 1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-23,蛾類,23,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Glaucolepis,,oishiella,,,,,オオイシモグリチビガ,,,,,,"Trifurcula oishiella Matsumura, 1931",セイヨウミザクラ（桜桃）の枝（バラ科）,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0076,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Fomoria,,weaveri,,,,,コケモモモグリチビガ,,,,,,"Ectoedemia weaveri (Stainton, 1855)",コケモモ（ツツジ科）,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-22,蛾類,22,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Fomoria,,hypericifolia,,,,,オトギリモグリチビガ,,,,,,"Ectoedemia hypericifolia (Kuroko, 1982)",オトギリソウ（オトギリソウ科）,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0077,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Fomoria,,"sp. of Oku, 2003",,,,,ツマテンオビモグリチビガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0078,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Etainia,,capesella,,,,,フタテンオビモグリチビガ,,,,,,"Ectoedemia capesella (Puplesis, 1985)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0079,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Etainia,,peterseni,,,,,キイロモグリチビガ,,,,,,"Ectoedemia peterseni (Puplesis, 1985)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0080,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Etainia,,parva,,,,,ヒメキイロモグリチビガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-26,蛾類,26,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Etainia,,trifasciata,,,,,ミスジモグリチビガ,,,,,,"Ectoedemia trifasciata (Matsumura, 1931)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0081,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Acalyptris,,"sp. of Owada et al., 2006",,,,,ムラサキシキブモグリチビガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0082,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Zimmermannia,,amani,,,,,ウスグロモグリチビガ,,,,,,"Ectoedemia amani Svensson, 1966",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0083,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Zimmermannia,,admiranda,,,,,クロバネモグリチビガ,,,,,,"Ectoedemia admiranda Puplesis, 1984",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0084,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Ectoedemia,,insularis,,,,,ヤナギミャクモグリチビガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0085,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Ectoedemia,,sinevi,,,,,カバノキモグリチビガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0086,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Ectoedemia,,argyropeza,,,,,ヤマナラシモグリチビガ,,,,,,"Ectoedemia argyropeza (Zeller, 1839)",ヤマナラシ（ヤナギ科）,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0087,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Ectoedemia,,arisi,,,,,ハイイロモグリチビガ,,,,,,"Ectoedemia arisi Puplesis, 1984",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0088,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Ectoedemia,,scoblei,,,,,クルミモグリチビガ,,,,,,"Ectoedemia scoblei Puplesis, 1984",オニグルミ（クルミ科）,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0089,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Ectoedemia,,philipi,,,,,クルミミツモンモグリチビガ,,,,,,"Ectoedemia philipi Puplesis, 1984",オニグルミ（クルミ科）,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0090,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Ectoedemia,,cerviparadisicola,,,,,イチイガシモグリチビガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0091,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Ectoedemia,,olivina,,,,,イタヤカエデモグリチビガ,,,,,,"Ectoedemia olvina Puplesis, 1984",イタヤカエデ; イロハモミジ（以上ムクロジ科）,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0092,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Ectoedemia,,chasanella,,,,,ウスキオビモグリチビガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0093,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Ectoedemia,,pilosae,,,,,キンミズヒキモグリチビガ,,,,,,"Ectoedemia pilosae Puplesis, 1984",キンミズヒキ（バラ科）,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0094,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Ectoedemia,,occultella,,,,,ナナカマドモグリチビガ,,,,,,"Ectoedemia occultella (Linnaeus, 1767)",シラカンパ（カバノキ科）,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,ナンキンナナカマド（バラ科）,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0095,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Ectoedemia,,jacutica,,,,,シモツケモグリチビガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0096,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Ectoedemia,,"sp. 1 of Owada et al., 2006",,,,,クサイチゴモグリチビガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0097,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Ectoedemia,,"sp. 2 of Owada et al., 2006",,,,,サクラモグリチビガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0098,蛾類,,Nepticulidae,モグリチビガ科,Nepticulinae,モグリチビガ亜科,,,,,Ectoedemia,,"sp. 3 of Owada et al., 2006",,,,,クヌギゴマフモグリチビガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0099,蛾類,,Opostegidae,ヒラタモグリガ科,,,,,,,Eosopostega,,issikii,,,,,イッシキヒラタモグリガ,,,,,,"Eosopostega issikii Davis, 1989",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0100,蛾類,,Opostegidae,ヒラタモグリガ科,,,,,,,Opostegoides,,albella,,,,,シロヒラタモグリガ,,,,,,"Opostegoides albellus Sinev, 1990",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-27,蛾類,27,Opostegidae,ヒラタモグリガ科,,,,,,,Opostegoides,,minodensis,,,,,ミノドヒラタモグリガ,,,,,,"Opostegoides minodensis (Kuroko, 1982)",シラカンバ（カバノキ科）,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0101,蛾類,,Opostegidae,ヒラタモグリガ科,,,,,,,Opostegoides,,omelkoi,,,,,ツマキヒラタモグリガ,,,,,,"Opostegoides omelkoi Kozlov, 1985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0102,蛾類,,Opostegidae,ヒラタモグリガ科,,,,,,,Opostegoides,,"sp. of Oku, 2003",,,,,マエグロヒラタモグリガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0103,蛾類,,Opostegidae,ヒラタモグリガ科,,,,,,,Pseudopostega,,auritella,,,,,ヒメヒラタモグリガ,,,,,,"Pseudopostega auritella (Hübner, 1813)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0104,蛾類,,Opostegidae,ヒラタモグリガ科,,,,,,,Pseudopostega,,crepusculella,,,,,ツマスジヒラタモグリガ,,,,,,"Pseudopostega crepusculella (Zeller, 1839)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0105,蛾類,,Opostegidae,ヒラタモグリガ科,,,,,,,Pseudopostega,,"sp. of Hirowatari, 2013",,,,,ハイイロヒラタモグリガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-58,蛾類,58,Heliozelidae,ツヤコガ科,,,,,,,Tyriozela,,porphyrogona,,,,,ムラサキツヤコガ,,,,,,"Tyriozela porphyrogona Meyrick, 1931",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-60,蛾類,60,Heliozelidae,ツヤコガ科,,,,,,,Heliozela,,castaneella,,,,,クリチビツヤコガ,,,,,,"Heliozela castaneella Kuroko, 1982",クリ（ブナ科）,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-59,蛾類,59,Heliozelidae,ツヤコガ科,,,,,,,Heliozela,,subpurpurea,,,,,ツヤコガ,,,,,,"Heliozela subpurpurea Meyrick, 1934",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0106,蛾類,59,Heliozelidae,ツヤコガ科,,,,,,,Heliozela,,"sp. of Lee & Hirowatari, 2013",,,,,ヤマモモツヤコガ,,,,,,Heliozela sp.,ヤマモモ（ヤマモモ科）,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0107,蛾類,,Heliozelidae,ツヤコガ科,,,,,,,Heliozela,,limbata,,,,,アシオビツヤコガ,,,,,,"Heliozela limbata Lee, Hirowatari & Kuroko, 2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0108,蛾類,,Heliozelidae,ツヤコガ科,,,,,,,Heliozela,,biprominens,,,,,ウストビツヤコガ,,,,,,"Heliozela biprominens Lee, Hirowatari & Kuroko, 2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0109,蛾類,,Heliozelidae,ツヤコガ科,,,,,,,Heliozela,,angulata,,,,,ミヤマツヤコガ,,,,,,"Heliozela angulata Lee, Hirowatari & Kuroko, 2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0110,蛾類,,Heliozelidae,ツヤコガ科,,,,,,,Heliozela,,brevitalea,,,,,トビイロツヤコガ,,,,,,"Heliozela brevitalea Lee, Hirowatari & Kuroko, 2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0111,蛾類,,Heliozelidae,ツヤコガ科,,,,,,,Heliozela,,glabrata,,,,,カツラギツヤコガ,,,,,,"Heliozela glabrata Lee, Hirowatari & Kuroko, 2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-62,蛾類,62,Heliozelidae,ツヤコガ科,,,,,,,Antispila,,ampelopsia,,,,,ブドウツヤコガ,,,,,,"Antispila ampelopsia Kuroko, 1961",ノブドウ; サンカクヅル（以上ブドウ科）,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-61,蛾類,61,Heliozelidae,ツヤコガ科,,,,,,,Antispila,,orbiculella,,,,,チビブドウツヤコガ,,,,,,"Antispila orbiculella Kuroko, 1961",ノブドウ（ブドウ科）,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-0112,蛾類,,Heliozelidae,ツヤコガ科,,,,,,,Antispila,,uenoi,,,,,ブドウキンモンツヤコガ,,,,,,"Antispila uenoi Kuroko, 1987",ヤマブドウ; 栽培ブドウ（デラウエア）（ブドウ科）,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-63,蛾類,63,Heliozelidae,ツヤコガ科,,,,,,,Antispila,,corniella,,,,,ミズキツヤコガ,,,,,,"Antispila corniella Kuroko, 1961",ミズキ; クマノミズキ（以上ミズキ科）,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
