学名 withAuthor,和名,別名,ステータス,LAPG 科名,LAPG Family,LAPG no.,Cronquist 科名,Cronquist family,cronquist No.,Engler 科名,Engler family,Engler no.,生態,学名,修正日,ID,発表年,LAPGII::LAPG Family広義,LAPGII::LAPG Order,LAPGII::LAPG 目,LAPGII::LAPGno.,LAPGII::LAPG科名,LAPGII::LAPG Family狭義
Damnacanthus major Siebold et Zucc.,オオアリドオシ,ニセジュズネノキ、ジュズネノキ,synonym,アカネ科,Rubiaceae,787951010,アカネ科,アカネ科,657,アカネ科,Rubiaceae,554,,Damnacanthus major,2017.07.01,29003,1846,RUBIACEAE,GENTIANALES,リンドウ目,787951010,アカネ科,Rubiaceae
Ranunculus kawakamii Makino,ヒメキンポウゲ,ツルヒキノカサ,synonym,キンポウゲ科,Ranunculaceae,781001070,キンポウゲ科,キンポウゲ科,330,キンポウゲ科,Ranunculaceae,361,,Ranunculus kawakamii,2012.05.15,29004,1904,RANUNCULACEAE,RANUNCULALES,キンポウゲ目,781001070,キンポウゲ科,Ranunculaceae
Bulbostylis capillaris (L.) C.B.Clarke  var. capitata (Miq.) Makino,イトテンツキ,クロハタガヤ,synonym,カヤツリグサ科,Cyperaceae,776005100,カヤツリグサ科,カヤツリグサ科,734,カヤツリグサ科,Cyperaceae,648,,Bulbostylis capillaris var. capitata,2009.06.24,29005,1895,CYPERACEAE,POALES,イネ目,776004090,カヤツリグサ科,Cyperaceae
Symplocos paniculata (Thunb.) Miq.  var. glabra Makino,クロミノニシゴリ,,synonym,ハイノキ科,Symplocaceae,787921150,ハイノキ科,ハイノキ科,454,ハイノキ科,Symplocaceae,544,,Symplocos paniculata var. glabra,2009.06.24,29007,1904,SYMPLOCACEAE,ERICALES,ツツジ目,787921150,ハイノキ科,Symplocaceae
Hammarbya paludosa (L.) Kuntze,ヤチラン,,標準,ラン科,Orchidaceae,775001010,ラン科,ラン科,766,ラン科,Orchidaceae,654,,Hammarbya paludosa,2018.08.01,29008,1891,ORCHIDACEAE,ASPARAGALES,キジカクシ目,775001010,ラン科,Orchidaceae
Rubia cordifolia L.  var. hexaphylla Makino,オオアカネ,,synonym,アカネ科,Rubiaceae,787951010,アカネ科,アカネ科,657,アカネ科,Rubiaceae,554,,Rubia cordifolia var. hexaphylla,2009.06.24,29010,1904,RUBIACEAE,GENTIANALES,リンドウ目,787951010,アカネ科,Rubiaceae
Myristica cagayanensis Merr.,コウトウニクズク,,synonym,ニクズク科,Myristicaceae,760003010,ニクズク科,ニクズク科,309,ニクズク科,Myristicaceae,345,栽,Myristica cagayanensis,2020.04.20,29011,1920,MYRISTICACEAE,MAGNOLIALES,モクレン目,760003010,ニクズク科,Myristicaceae
Thelypteris subpubescens auct. non (Blume) K.Iwats.,クシノハシダ,,synonym,ヒメシダ科,Thelypteridaceae,500007060,ヒメシダ科,ヒメシダ科,231,オシダ科,Dryopteridaceae,220,,Thelypteris subpubescens,2014.03.24,29012,0,ASPLENIACEAE,POLYPODIALES,ウラボシ目,500007130,ヒメシダ科,Thelypteridaceae
Bauera rubioides Andrews,エリカモドキ,,標準,クノニア科,Cunoniaceae,787558040,クノニア科,クノニア科,461,クノニア科,Cunoniaceae,409,栽,Bauera rubioides,2020.02.02,29013,1801,CUNONIACEAE,OXALIDALES,カタバミ目,787562040,クノニア科,Cunoniaceae
Acanthopanax higoensis Hatus.,ヒゴウコギ,,synonym,ウコギ科,Araliaceae,787982060,ウコギ科,ウコギ科,614,ウコギ科,Araliaceae,527,,Acanthopanax higoensis,2020.05.28,29014,1961,ARALIACEAE,APIALES,セリ目,787982070,ウコギ科,Araliaceae
Eurya zigzag auct. non Masam.,ヤエヤマヒサカキ,,synonym,モッコク科,Ternstroemiaceae,787921072,ツバキ科,ツバキ科,387,ツバキ科,Theaceae,386,,Eurya zigzag,2009.06.24,29015,0,,,,,,
Burmannia japonica Maxim. ex Makino,ヒナノシャクジョウ,,synonym,ヒナノシャクジョウ科,Burmanniaceae,773001040,ヒナノシャクジョウ科,ヒナノシャクジョウ科,764,ヒナノシャクジョウ科,Burmanniaceae,626,,Burmannia japonica,2013.11.29,29016,1864,BURMANNIACEAE,DIOSCOREALES,ヤマノイモ目,773001020,ヒナノシャクジョウ科,Burmanniaceae
Vaccinium longeracemosum Franch. et Sav.,ナガボナツハゼ,ホナガスノキ,synonym,ツツジ科,Ericaceae,787921240,ツツジ科,ツツジ科,446,ツツジ科,Ericaceae,532,,Vaccinium longeracemosum,2012.05.14,29017,1878,ERICACEAE,ERICALES,ツツジ目,787921240,ツツジ科,Ericaceae
Sedum kiusianum Makino,ウンゼンマンネングサ,,synonym,ベンケイソウ科,Crassulaceae,787401110,ベンケイソウ科,ベンケイソウ科,474,ベンケイソウ科,Crassulaceae,405,,Sedum kiusianum,2016.02.18,29018,1903,CRASSULACEAE,SAXIFRAGALES,ユキノシタ目,787401100,ベンケイソウ科,Crassulaceae
Polygonum hydropiper L.  f. purpurascens Makino,ムラサキタデ,,synonym,タデ科,Polygonaceae,787801050,タデ科,タデ科,377,タデ科,Polygonaceae,325,,Polygonum hydropiper f. purpurascens,2020.04.29,29019,1903,POLYGONACEAE,CARYOPHYLLALES,ナデシコ目,787801050,タデ科,Polygonaceae
Zigadenus makinoanus Miyabe et Kudô ,リシリソウ,,synonym,シュロソウ科,Melanthiaceae,774001020,ユリ科,ユリ科,752,ユリ科,Liliaceae,612,,Zigadenus makinoanus,2013.07.05,29020,1914,MELANTHIACEAE,LILIALES,ユリ目,774001030,シュロソウ科,Melanthiaceae
Gentiana nipponica Maxim.  var. kawakamii Makino,リシリリンドウ,カワカミリンドウ,synonym,リンドウ科,Gentianaceae,787951020,リンドウ科,リンドウ科,617,リンドウ科,Gentianaceae,549,,Gentiana nipponica var. kawakamii,2017.01.25,29021,1903,GENTIANACEAE,GENTIANALES,リンドウ目,787951020,リンドウ科,Gentianaceae
Beta vulgaris L.  var. maritima (L.) K.Koch,ハマフダンソウ,,標準,ヒユ科,Amaranthaceae,787801160,アカザ科,アカザ科,371,アカザ科,Chenopodiaceae,336,栽,Beta vulgaris var. maritima,2012.05.15,29022,1848,AMARANTHACEAE,CARYOPHYLLALES,ナデシコ目,787801160,ヒユ科,Amaranthaceae
Bridelia tomentosa Blume,カンコモドキ,,標準,コミカンソウ科,Phyllanthaceae,787563360,トウダイグサ科,トウダイグサ科,538,トウダイグサ科,Euphorbiaceae,430,外,Bridelia tomentosa,2019.12.28,29023,1826,PHYLLANTHACEAE,MALPIGHIALES,キントラノオ目,787563360,コミカンソウ科,Phyllanthaceae
Mallotus repandus (Rottl.) Müll.Arg.,ツルアカメガシワ,,標準,トウダイグサ科,Euphorbiaceae,787559040,トウダイグサ科,トウダイグサ科,538,トウダイグサ科,Euphorbiaceae,430,外,Mallotus repandus,2018.06.15,29024,1865,EUPHORBIACEAE,MALPIGHIALES,キントラノオ目,787563320,トウダイグサ科,Euphorbiaceae
Aster trinervius Roxb. ex DC.  var. microcephalus (Miq.) Makino,センボンギク,,synonym,キク科,Asteraceae,787972110,キク科,キク科,664,キク科,Compositae,593,,Aster trinervius var. microcephalus,2009.06.24,29025,1903,ASTERACEAE,ASTERALES,キク目,787972110,キク科,Asteraceae
Crotalaria alata Buch.-Ham. ex D.Don,ヤハズマメ,ハギタヌキマメ,標準,マメ科,Fabaceae,787552020,マメ科,マメ科,485,マメ科,Leguminosae,419,栽,Crotalaria alata,2020.04.29,29027,1825,FABACEAE,FABALES,マメ目,787552020,マメ科,Fabaceae
Laburnum anagyroides Medik.,キバナフジ,キングサリ，キンレンカ,標準,マメ科,Fabaceae,787552020,マメ科,マメ科,485,マメ科,Leguminosae,419,栽,Laburnum anagyroides,2012.04.21,29029,1787,FABACEAE,FABALES,マメ目,787552020,マメ科,Fabaceae
Heracleum sphondylium L.  subsp. lanatum (Michx.) A. et D.Löve,オオハナウド,,synonym,セリ科,Apiaceae,787982100,セリ科,セリ科,615,セリ科,Umbelliferae,528,,Heracleum sphondylium subsp. lanatum,2012.05.27,29030,1982,APIACEAE,APIALES,セリ目,787982100,セリ科,Apiaceae
Philoxerus wrightii Hook.f. ex Maxim.,イソフサギ,,synonym,ヒユ科,Amaranthaceae,787801160,ヒユ科,ヒユ科,372,ヒユ科,Amaranthaceae,337,,Philoxerus wrightii,2017.03.29,29031,1886,AMARANTHACEAE,CARYOPHYLLALES,ナデシコ目,787801160,ヒユ科,Amaranthaceae
Gleditsia horrida (Thunb.) Makino  var. inermis (Mayr) Paclt,トゲナシサイカチ,,synonym,マメ科,Fabaceae,787552020,ネムノキ科,ネムノキ科,483,マメ科,Leguminosae,419,,Gleditsia horrida var. inermis,2009.06.24,29032,1982,FABACEAE,FABALES,マメ目,787552020,マメ科,Fabaceae
Kitamuraea savatieri (Makino) Rauschert,ミヤマヨメナ,,synonym,キク科,Asteraceae,787972110,キク科,キク科,664,キク科,Compositae,593,,Kitamuraea savatieri,2009.06.24,29033,1982,ASTERACEAE,ASTERALES,キク目,787972110,キク科,Asteraceae
Kitamuraea koraiensis (Nakai) Rauschert,チョウセンシオン,チョウセンヨメナ,synonym,キク科,Asteraceae,787972110,キク科,キク科,664,キク科,Compositae,593,帰,Kitamuraea koraiensis,2012.12.15,29034,1982,ASTERACEAE,ASTERALES,キク目,787972110,キク科,Asteraceae
"Rottboellia exaltata L.f., nom. illeg.",ツノアイアシ,"ケアイアシ (Honda in BMT 39: 272, 1929, sub nom. Manisuris exaltata (L.f.) Kuntze)",synonym,イネ科,Poaceae,776005170,イネ科,イネ科,735,イネ科,Gramineae,640,帰,Rottboellia exaltata,2020.07.12,29035,1782,POACEAE,POALES,イネ目,776005170,イネ科,Poaceae
Ononis spinosa L.,ハリモクシュク,,標準,マメ科,Fabaceae,787552020,マメ科,マメ科,485,マメ科,Leguminosae,419,栽,Ononis spinosa,2012.04.21,29036,1753,FABACEAE,FABALES,マメ目,787552020,マメ科,Fabaceae
Shortia soldanelloides (Siebold et Zucc.) Makino  var. magna Makino,オオイワカガミ,,synonym,イワウメ科,Diapensiaceae,787921160,イワウメ科,イワウメ科,449,イワウメ科,Diapensiaceae,529,,Shortia soldanelloides var. magna,2012.05.10,29038,1916,DIAPENSIACEAE,ERICALES,ツツジ目,787921160,イワウメ科,Diapensiaceae
Alpinia kumatake Makino,クマタケラン,,synonym,ショウガ科,Zingiberaceae,776003080,ショウガ科,ショウガ科,744,ショウガ科,Zingiberaceae,650,,Alpinia kumatake,2020.07.10,29039,1902,ZINGIBERACEAE,ZINGIBERALES,ショウガ目,776003080,ショウガ科,Zingiberaceae
Curcuma domestica Valeton,ウコン,,synonym,ショウガ科,Zingiberaceae,776003080,ショウガ科,ショウガ科,744,ショウガ科,Zingiberaceae,650,栽,Curcuma domestica,2016.05.04,29040,1918,ZINGIBERACEAE,ZINGIBERALES,ショウガ目,776003080,ショウガ科,Zingiberaceae
Viola mirabilis L.,イブキスミレ,,広義,スミレ科,Violaceae,787559250,スミレ科,スミレ科,417,スミレ科,Violaceae,486,,Viola mirabilis,2017.03.03,29041,1753,VIOLACEAE,MALPIGHIALES,キントラノオ目,787563250,スミレ科,Violaceae
Drosera spatulata Labill.  subsp. tokaiensis Komiya et C.Shibata,トウカイコモウセンゴケ,トウカイモウセンゴケ，カンサイガタコモウセンゴケ,synonym,モウセンゴケ科,Droseraceae,787801060,モウセンゴケ科,モウセンゴケ科,408,モウセンゴケ科,Droseraceae,394,,Drosera spatulata subsp. tokaiensis,2016.04.21,29042,1978,DROSERACEAE,CARYOPHYLLALES,ナデシコ目,787801060,モウセンゴケ科,Droseraceae
Corylopsis gotoana Makino  f. pubescens (Nakai) H.Ohba,ヒゴミズキ,,synonym,マンサク科,Hamamelidaceae,787401020,マンサク科,マンサク科,345,マンサク科,Hamamelidaceae,403,,Corylopsis gotoana f. pubescens,2009.06.24,29043,2001,HAMAMELIDACEAE,SAXIFRAGALES,ユキノシタ目,787401040,マンサク科,Hamamelidaceae
Hamamelis japonica Siebold et Zucc.  var. obtusata Matsum. ex Satomi,マルバマンサク,,synonym,マンサク科,Hamamelidaceae,787401020,マンサク科,マンサク科,345,マンサク科,Hamamelidaceae,403,,Hamamelis japonica var. obtusata,2012.05.22,29044,1972,HAMAMELIDACEAE,SAXIFRAGALES,ユキノシタ目,787401040,マンサク科,Hamamelidaceae
Hamamelis japonica Siebold et Zucc.  var. discolor (Nakai) Sugim.  f. discolor (Nakai) Ohwi ex H.Ohba,ウラジロマルバマンサク,,狭義,マンサク科,Hamamelidaceae,787401020,マンサク科,マンサク科,345,マンサク科,Hamamelidaceae,403,,Hamamelis japonica var. discolor,2012.05.10,29045,2001,HAMAMELIDACEAE,SAXIFRAGALES,ユキノシタ目,787401040,マンサク科,Hamamelidaceae
Distylium racemosum Siebold et Zucc.  f. angustifolium (Masam.) H.Ohba,ホソバイスノキ,,標準,マンサク科,Hamamelidaceae,787401020,マンサク科,マンサク科,345,マンサク科,Hamamelidaceae,403,,Distylium racemosum f. angustifolium,2009.06.24,29046,2001,HAMAMELIDACEAE,SAXIFRAGALES,ユキノシタ目,787401040,マンサク科,Hamamelidaceae
Hylotelephium telephium auct. non (L.) H.Ohba,ムラサキベンケイソウ,,synonym,ベンケイソウ科,Crassulaceae,787401110,ベンケイソウ科,ベンケイソウ科,474,ベンケイソウ科,Crassulaceae,405,,Hylotelephium telephium,2012.05.24,29047,0,CRASSULACEAE,SAXIFRAGALES,ユキノシタ目,787401100,ベンケイソウ科,Crassulaceae
Sedum aizoon L.  var. floribundum Nakai,キリンソウ,,synonym,ベンケイソウ科,Crassulaceae,787401110,ベンケイソウ科,ベンケイソウ科,474,ベンケイソウ科,Crassulaceae,405,,Sedum aizoon var. floribundum,2012.05.11,29048,1911,CRASSULACEAE,SAXIFRAGALES,ユキノシタ目,787401100,ベンケイソウ科,Crassulaceae
Sedum aizoon L.  var. aizoon,ホソバノキリンソウ,"ナガバノキリンソウ,
ミヤマキリンソウ",synonym,ベンケイソウ科,Crassulaceae,787401110,ベンケイソウ科,ベンケイソウ科,474,ベンケイソウ科,Crassulaceae,405,,Sedum aizoon var. aizoon,2017.03.03,29049,1753,CRASSULACEAE,SAXIFRAGALES,ユキノシタ目,787401100,ベンケイソウ科,Crassulaceae
Sedum kamtschaticum Fisch.,エゾノキリンソウ,エゾキリンソウ,synonym,ベンケイソウ科,Crassulaceae,787401110,ベンケイソウ科,ベンケイソウ科,474,ベンケイソウ科,Crassulaceae,405,,Sedum kamtschaticum,2017.03.03,29050,1841,CRASSULACEAE,SAXIFRAGALES,ユキノシタ目,787401100,ベンケイソウ科,Crassulaceae
Aizopsis kamtschatica (Fisch.) Grulich,エゾノキリンソウ,エゾキリンソウ,synonym,ベンケイソウ科,Crassulaceae,787401110,ベンケイソウ科,ベンケイソウ科,474,ベンケイソウ科,Crassulaceae,405,,Aizopsis kamtschatica,2009.06.24,29051,1984,CRASSULACEAE,SAXIFRAGALES,ユキノシタ目,787401100,ベンケイソウ科,Crassulaceae
Sedum sikokianum Maxim. ex Makino,ヒメキリンソウ,,synonym,ベンケイソウ科,Crassulaceae,787401110,ベンケイソウ科,ベンケイソウ科,474,ベンケイソウ科,Crassulaceae,405,,Sedum sikokianum,2012.05.15,29052,1891,CRASSULACEAE,SAXIFRAGALES,ユキノシタ目,787401100,ベンケイソウ科,Crassulaceae
Sedum japonicum Siebold ex Miq.  subsp. oryzifolium (Makino) H.Ohba  var. pumilum (H.Ohba) H.Ohba,オカタイトゴメ,,標準,ベンケイソウ科,Crassulaceae,787401110,ベンケイソウ科,ベンケイソウ科,474,ベンケイソウ科,Crassulaceae,405,,Sedum japonicum subsp. oryzifolium var. pumilum,2009.06.24,29053,2003,CRASSULACEAE,SAXIFRAGALES,ユキノシタ目,787401100,ベンケイソウ科,Crassulaceae
Sedum yabeanum Makino,ツシママンネングサ,,synonym,ベンケイソウ科,Crassulaceae,787401110,ベンケイソウ科,ベンケイソウ科,474,ベンケイソウ科,Crassulaceae,405,,Sedum yabeanum,2015.04.10,29054,1903,CRASSULACEAE,SAXIFRAGALES,ユキノシタ目,787401100,ベンケイソウ科,Crassulaceae
Sedum yabeanum Makino  ar. setouchiense Murata et Yuasa,セトウチマンネングサ,,synonym,ベンケイソウ科,Crassulaceae,787401110,ベンケイソウ科,ベンケイソウ科,474,ベンケイソウ科,Crassulaceae,405,,Sedum yabeanum var. setouchiense,2009.06.24,29055,1975,CRASSULACEAE,SAXIFRAGALES,ユキノシタ目,787401100,ベンケイソウ科,Crassulaceae
Parnassia palustris L.  var. multiseta Ledeb.,ウメバチソウ,,synonym,ニシキギ科,Celastraceae,787556040,ユキノシタ科,ユキノシタ科,476,ユキノシタ科,Saxifragaceae,407,,Parnassia palustris var. multiseta,2020.05.25,29056,1842,CELASTRACEAE,CELASTRALES,ニシキギ目,787561022,ニシキギ科,Celastraceae
Parnassia foliosa Hook.f. et Thomson  var. nummularia (Maxim.) T.Itô ,シラヒゲソウ,,synonym,ニシキギ科,Celastraceae,787556040,ユキノシタ科,ユキノシタ科,476,ユキノシタ科,Saxifragaceae,407,,Parnassia foliosa var. nummularia,2017.03.03,29057,1911,CELASTRACEAE,CELASTRALES,ニシキギ目,787561022,ニシキギ科,Celastraceae
Penthorum sedoides L.  subsp. chinense (Pursh) S.Y.Li et K.T.Adair,タコノアシ,,synonym,タコノアシ科,Penthoraceae,787401122,ユキノシタ科,ユキノシタ科,476,ユキノシタ科,Saxifragaceae,407,,Penthorum sedoides subsp. chinense,2012.05.13,29058,1994,PENTHORACEAE,SAXIFRAGALES,ユキノシタ目,787401130,タコノアシ科,Penthoraceae
Astilbe thunbergii (Siebold et Zucc.) Miq.  var. congesta H.Boissieu  f. rosea (Honda) Sugim.,ウスベニトリアシショウマ,,synonym,ユキノシタ科,Saxifragaceae,787401090,ユキノシタ科,ユキノシタ科,476,ユキノシタ科,Saxifragaceae,407,,Astilbe thunbergii var. congesta f. rosea,2009.06.24,29059,1965,SAXIFRAGACEAE,SAXIFRAGALES,ユキノシタ目,787401090,ユキノシタ科,Saxifragaceae
Saxifraga fortunei Hook.f.,ダイモンジソウ,,広義,ユキノシタ科,Saxifragaceae,787401090,ユキノシタ科,ユキノシタ科,476,ユキノシタ科,Saxifragaceae,407,,Saxifraga fortunei,2012.05.13,29060,1863,SAXIFRAGACEAE,SAXIFRAGALES,ユキノシタ目,787401090,ユキノシタ科,Saxifragaceae
Saxifraga fortunei Hook. f.  var. crassifolia auct. non (Engl. et Irmsch.) Nakai,イズノシマダイモンジソウ,,synonym,ユキノシタ科,Saxifragaceae,787401090,ユキノシタ科,ユキノシタ科,476,ユキノシタ科,Saxifragaceae,407,,Saxifraga fortunei var. crassifolia,2010.12.08,29061,0,SAXIFRAGACEAE,SAXIFRAGALES,ユキノシタ目,787401090,ユキノシタ科,Saxifragaceae
Saxifraga cortusifolia Siebold et Zucc.  f. incisa (Takeda) Nemoto,フギレジンジソウ,,標準,ユキノシタ科,Saxifragaceae,787401090,ユキノシタ科,ユキノシタ科,476,ユキノシタ科,Saxifragaceae,407,,Saxifraga cortusifolia f. incisa,2020.01.27,29062,1936,SAXIFRAGACEAE,SAXIFRAGALES,ユキノシタ目,787401090,ユキノシタ科,Saxifragaceae
Saxifraga laciniata Nakai et Takeda  var. takedana (Nakai) H.Hara,ツルクモマグサ,ツルクモマユキノシタ,synonym,ユキノシタ科,Saxifragaceae,787401090,ユキノシタ科,ユキノシタ科,476,ユキノシタ科,Saxifragaceae,407,,Saxifraga laciniata var. takedana,2019.10.26,29063,1939,SAXIFRAGACEAE,SAXIFRAGALES,ユキノシタ目,787401090,ユキノシタ科,Saxifragaceae
Saxifraga yuparensis Nosaka,ユウバリクモマグサ,,synonym,ユキノシタ科,Saxifragaceae,787401090,ユキノシタ科,ユキノシタ科,476,ユキノシタ科,Saxifragaceae,407,,Saxifraga yuparensis,2012.12.15,29064,1974,SAXIFRAGACEAE,SAXIFRAGALES,ユキノシタ目,787401090,ユキノシタ科,Saxifragaceae
Saxifraga cherlerioides D.Don  var. rebunshirensis (Engl. et Irmsch.) H.Hara  f. togakushiensis (H.Hara) Ohwi,ヒメクモマグサ,,synonym,ユキノシタ科,Saxifragaceae,787401090,ユキノシタ科,ユキノシタ科,476,ユキノシタ科,Saxifragaceae,407,,Saxifraga cherlerioides var. rebunshirensis f. togakushiensis,2010.12.08,29065,1953,SAXIFRAGACEAE,SAXIFRAGALES,ユキノシタ目,787401090,ユキノシタ科,Saxifragaceae
Saxifraga cherlerioides D.Don  var. rebunshirensis (Engl. et Irmsch.) H.Hara,シコタンソウ,,synonym,ユキノシタ科,Saxifragaceae,787401090,ユキノシタ科,ユキノシタ科,476,ユキノシタ科,Saxifragaceae,407,,Saxifraga cherlerioides var. rebunshirensis,2010.12.08,29066,1937,SAXIFRAGACEAE,SAXIFRAGALES,ユキノシタ目,787401090,ユキノシタ科,Saxifragaceae
Saxifraga cherlerioides D.Don,チャボシコタンソウ,,synonym,ユキノシタ科,Saxifragaceae,787401090,ユキノシタ科,ユキノシタ科,476,ユキノシタ科,Saxifragaceae,407,外,Saxifraga cherlerioides,2010.12.08,29067,1822,SAXIFRAGACEAE,SAXIFRAGALES,ユキノシタ目,787401090,ユキノシタ科,Saxifragaceae
Saxifraga bronchialis L.  subsp. funstonii (Small) Hultén  var. rebunshirensis (Engl. et Irmsch.) H.Hara  f. laxa (H.Hara) T.Shimizu,ハイシコタンソウ,,標準,ユキノシタ科,Saxifragaceae,787401090,ユキノシタ科,ユキノシタ科,476,ユキノシタ科,Saxifragaceae,407,,Saxifraga bronchialis subsp. funstonii var. rebunshirensis f. laxa,2020.01.27,29068,1983,SAXIFRAGACEAE,SAXIFRAGALES,ユキノシタ目,787401090,ユキノシタ科,Saxifragaceae
Phyllostachys pubescens Mazel ex Houz.  var. heterocycla (Carrière) Houz.,キッコウチク,,synonym,イネ科,Poaceae,776005170,イネ科,イネ科,735,イネ科,Gramineae,640,栽,Phyllostachys pubescens var. heterocycla,2012.05.27,29069,1895,POACEAE,POALES,イネ目,776005170,イネ科,Poaceae
Hosta sieboldiana (Hook.) Engl.  var. glauca Makino,トクダマ,,synonym,クサスギカズラ科,Asparagaceae,775001140,ユリ科,ユリ科,752,ユリ科,Liliaceae,612,栽,Hosta sieboldiana var. glauca,2019.12.10,29070,1902,ASPARAGACEAE,ASPARAGALES,キジカクシ目,775001140,クサスギカズラ科,Asparagaceae
Akebia quinata (Houtt.) Decne.  f. viridiflora Makino,アオアケビ,,標準,アケビ科,Lardizabalaceae,781001030,アケビ科,アケビ科,334,アケビ科,Lardizabalaceae,364,,Akebia quinata f. viridiflora,2016.12.09,29071,1902,LARDIZABALACEAE,RANUNCULALES,キンポウゲ目,781001040,アケビ科,Lardizabalaceae
Shibataea kumasaca (Zoll. ex Steud.) Nakai  'Aureo-striata',シマオカメザサ,キシマオカメ,標準,イネ科,Poaceae,776005170,イネ科,イネ科,735,イネ科,Gramineae,640,栽,Shibataea kumasaca 'Aureo-striata',2021.01.27,29072,0,POACEAE,POALES,イネ目,776005170,イネ科,Poaceae
Sasa tobagenzoana Koidz.,ヒメカミザサ,,標準,イネ科,Poaceae,776005170,イネ科,イネ科,735,イネ科,Gramineae,640,,Sasa tobagenzoana,2021.01.28,29073,1942,POACEAE,POALES,イネ目,776005170,イネ科,Poaceae
Neosasamorpha tobagenzoana (Koidz.) Tatew.,ヒメカミザサ,,synonym,イネ科,Poaceae,776005170,イネ科,イネ科,735,イネ科,Gramineae,640,,Neosasamorpha tobagenzoana,2019.02.15,29074,1940,POACEAE,POALES,イネ目,776005170,イネ科,Poaceae
Sasa motidsukiana Koidz.,イナコスズ,,synonym,イネ科,Poaceae,776005170,イネ科,イネ科,735,イネ科,Gramineae,640,,Sasa motidsukiana,2019.02.15,29075,1942,POACEAE,POALES,イネ目,776005170,イネ科,Poaceae
Neosasamorpha magnifica (Nakai) Sad.Suzuki  subsp. fujitae (Sad.Suzuki) Sad.Suzuki,アリマコスズ,セトウチコスズ,synonym,イネ科,Poaceae,776005170,イネ科,イネ科,735,イネ科,Gramineae,640,,Neosasamorpha magnifica subsp. fujitae,2021.01.28,29076,1989,POACEAE,POALES,イネ目,776005170,イネ科,Poaceae
Neosasamorpha pubiculmis (Makino) Sad.Suzuki  subsp. sugimotoi (Nakai) Sad.Suzuki,ミカワザサ,,synonym,イネ科,Poaceae,776005170,イネ科,イネ科,735,イネ科,Gramineae,640,,Neosasamorpha pubiculmis subsp. sugimotoi,2009.06.24,29077,1989,POACEAE,POALES,イネ目,776005170,イネ科,Poaceae
Neosasamorpha oshidensis (Makino et Uchida) Tatew.  subsp. glabra (Koidz.) Sad.Suzuki,ケナシカシダザサ,コウベコスズ,synonym,イネ科,Poaceae,776005170,イネ科,イネ科,735,イネ科,Gramineae,640,,Neosasamorpha oshidensis subsp. glabra,2009.06.24,29078,1989,POACEAE,POALES,イネ目,776005170,イネ科,Poaceae
Sasa shimidzuana Makino  subsp. kashidensis (Makino ex Koidz.) Sad.Suzuki,カシダザサ,ツクバコスズ，アサギシザサ,標準,イネ科,Poaceae,776005170,イネ科,イネ科,735,イネ科,Gramineae,640,,Sasa shimidzuana subsp. kashidensis,2020.03.09,29079,1977,POACEAE,POALES,イネ目,776005170,イネ科,Poaceae
Neosasamorpha shimidzuana (Makino) Koidz.  subsp. kashidensis (Makino ex Koidz.) Sad.Suzuki,カシダザサ,,synonym,イネ科,Poaceae,776005170,イネ科,イネ科,735,イネ科,Gramineae,640,,Neosasamorpha shimidzuana subsp. kashidensis,2009.06.24,29080,1989,POACEAE,POALES,イネ目,776005170,イネ科,Poaceae
Neosasamorpha kagamiana (Makino et Uchida) Koidz.  subsp. yoshinoi (Koidz.) Sad.Suzuki,アリマコスズ,,synonym,イネ科,Poaceae,776005170,イネ科,イネ科,735,イネ科,Gramineae,640,,Neosasamorpha kagamiana subsp. yoshinoi,2009.06.24,29081,1989,POACEAE,POALES,イネ目,776005170,イネ科,Poaceae
Neosasamorpha takizawana (Makino et Uchida) Tatew.  subsp. nakashimana (Koidz.) Sad.Suzuki,キリシマザサ,キリシマスズ,synonym,イネ科,Poaceae,776005170,イネ科,イネ科,735,イネ科,Gramineae,640,,Neosasamorpha takizawana subsp. nakashimana,2009.06.24,29082,1989,POACEAE,POALES,イネ目,776005170,イネ科,Poaceae
Sasaella hashimotoi (Makino) Makino ex Koidz.,オウサカザサ,,標準,イネ科,Poaceae,776005170,イネ科,イネ科,735,イネ科,Gramineae,640,,Sasaella hashimotoi,2019.12.02,29084,1941,POACEAE,POALES,イネ目,776005170,イネ科,Poaceae
Sasaella kogasensis (Nakai) Nakai ex Koidz.  var. yoshinoi (Koidz.) Sad.Suzuki,アリマシノ,,標準,イネ科,Poaceae,776005170,イネ科,イネ科,735,イネ科,Gramineae,640,,Sasaella kogasensis var. yoshinoi,2018.04.03,29085,1941,POACEAE,POALES,イネ目,776005170,イネ科,Poaceae
Fragaria x magna Thuill.,オランダイチゴ,,synonym,バラ科,Rosaceae,787553010,バラ科,バラ科,477,バラ科,Rosaceae,415,栽,Fragaria magma,2018.08.11,29086,1800,ROSACEAE,ROSALES,バラ目,787553010,バラ科,Rosaceae
Sasa kurilensis (Rupr.) Makino et Shibata var. gigantea Tatew.,オクヤマザサ,エゾネマガリ,synonym,イネ科,Poaceae,776005170,イネ科,イネ科,735,イネ科,Gramineae,640,,Sasa kurilensis var. gigantea,2018.04.03,29087,1940,POACEAE,POALES,イネ目,776005170,イネ科,Poaceae
