大図鑑カタログNo,科名,科和名,亜科名,亜科和名,族名,族和名,亜族名,亜族和名,属名,亜属名,種小名,亜種小名,著者,公表年,類似種,和名,旧和名,別名,その他の和名,亜種範囲,標準図鑑ステータス,標準図鑑以後の変更,学名,食草,備考,出典,成虫出現時期
H487,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Acrothinium,,gaschkevitchii,,,,,アカガネサルハムシ　奄美亜種,,,,,,,Acrothinium gaschkevitchii,ノブドウ、エビツル、ブドウなど,,ハムシ目録データベース,4~7月
H488,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Acrothinium,,gaschkevitchii,,,,,アカガネサルハムシ　吐噶喇亜種,,,,,,,Acrothinium gaschkevitchii,ノブドウ、エビツル、ブドウなど,,ハムシ目録データベース,4~7月
H489,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Bromius,,obscurus,,,,,ブドウサルハムシ,,,,,,,Bromius obscurus,フキ、ノブドウ類、ヤナギラン、ハコヤナギ,,ハムシハンドブック,5~9月
H490,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Demotina,,aurosquama,,,,,コアラゲサルハムシ,,,,,,,Demotina aurosquama,不明,,ハムシ目録データベース,
H491,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Demotina,,bipunctata,,,,,フタモンアラゲサルハムシ,,,,,,,Demotina bipunctata,不明,,ハムシ目録データベース,
H492,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Demotina,,decorata,,,,,チビカサハラハムシ,,,,,,,Demotina decorata,コナラ、ツバキ、ヒサカキ、ヤマグワ,,ハムシ目録データベース,4~10月
H493,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Demotina,,elegans,,,,,ヤクカサハラハムシ,,,,,,,Demotina elegans,不明,,ハムシ目録データベース,
H494,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Demotina,,fasciata,,,,,クロオビカサハラハムシ,,,,,,,Demotina fasciata,カシワ類,,ハムシ目録データベース,3~10月
H495,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Demotina,,fasciculata,,,,,マダラアラゲサルハムシ,,,,,,,Demotina fasciculata,カシ類、ナラ類、チャノキ、ツバキ,,ハムシハンドブック,4~10月
H496,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Demotina,,imasakai,,,,,イマサカアラゲサルハムシ,,,,,,,Demotina imasakai,不明,,ハムシ目録データベース,
H497,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Demotina,,major,,,,,オオアラゲサルハムシ,,,,,,,Demotina major,不明,,ハムシ目録データベース,
H498,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Demotina,,modesta,,,,,カサハラハムシ,,,,,,,Demotina modesta,ナラ類、クヌギ、コジイ,,ハムシ目録データベース,4~9月
H499,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Demotina,,sasakawai,,,,,ササカワアラゲサルハムシ,,,,,,,Demotina sasakawai,不明,,ハムシ目録データベース,
H500,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Demotina,,serriventris,,,,,クシバアラゲサルハムシ,,,,,,,Demotina serriventris,不明,,ハムシ目録データベース,
H501,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Demotina,,squamosa,,,,,アラゲサルハムシ,,,,,,,Demotina squamosa,不明,,ハムシ目録データベース,
H502,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Demotina,,tuberosa,,,,,コブアラゲサルハムシ,,,,,,,Demotina tuberosa,不明,,ハムシ目録データベース,
H503,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Demotina,,vernalis,,,,,ヒメアラゲサルハムシ,,,,,,,Demotina vernalis,不明,,ハムシ目録データベース,
H504,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Fidia,,atra,,,,,リンゴコフキハムシ,,,,,,,Fidia atra,リンゴ、ナシ、ウメ、クルミ,,ハムシ目録データベース,4~7月(山地では7~9月)
H505,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Fidia,,fulva,,,,,セアカケブカサルハムシ,,,,,,,Fidia fulva,不明,,ハムシ目録データベース,
H506,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Fidia,,itoi,,,,,スギケブカサルハムシ,,,,,,,Fidia itoi,不明,,ハムシ目録データベース,
H507,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Fidia,,japonica,,,,,ニホンケブカサルハムシ,,,,,,,Fidia japonica,コナラ、ツバキ類、ケヤキ,,ハムシ目録データベース,4~7月
H508,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Fidia,,kiiensis,,,,,セスジケブカサルハムシ,,,,,,,Fidia kiiensis,不明,,ハムシ目録データベース,
H509,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Fidia,,lewisi,,,,,ケブカサルハムシ,,,,,,,Fidia lewisi,不明,,ハムシ目録データベース,
H510,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Heteraspis,,lewisii,,,,,ドウガネサルハムシ,,,,,,,Heteraspis lewisii,ヤブガラシ、ノブドウ、エビヅル、クサギ,,ハムシ目録データベース,3~11月
H511,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Heteraspis,,sauteri,,,,,シワドウガネサルハムシ,,,,,,,Heteraspis sauteri,不明,,ハムシ目録データベース,
H512,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Osnaparis,,nucea,,,,,アカチャサルハムシ,,,,,,,Osnaparis nucea,不明,,ハムシ目録データベース,
H513,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Trichochrysea,,japana,,,,,トビサルハムシ,,,,,,,Trichochrysea japana,クリ、クヌギ,,ハムシ目録データベース,4~6月(低山地では5~8月)
H514,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Trichochrysea,,okinawana,,,,,オキナワトビサルハムシ,,,,,,,Trichochrysea okinawana,不明,,ハムシ目録データベース,
H515,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Trichochrysea,,okinawana,,,,,オキナワトビサルハムシ　九州亜種,,,,,,,Trichochrysea okinawana,不明,,ハムシ目録データベース,
H516,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Trichochrysea,,sakishimana,,,,,サキシマトビサルハムシ,,,,,,,Trichochrysea sakishimana,不明,,ハムシ目録データベース,
H517,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Xanthonia,,placida,,,,,キカサハラハムシ,,,,,,,Xanthonia placida,クワ、ヤマグワ,,ハムシ目録データベース,6~8月
H518,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Abirus,,fortunei,,,,,ツツサルハムシ,,,,,,,Abirus fortunei,不明,,ハムシ目録データベース,
H519,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Chrysochus,,chinensis,,,,,オオサルハムシ,,,,,,,Chrysochus chinensis,イヨカズラ、ガガイモ、シロバナカモメヅル、サツマイモ,,ハムシハンドブック,4~9月
H520,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Colaspoides,,amamianus,,,,,アマミミドリサルハムシ,,,,,,,Colaspoides amamianus,不明,,ハムシ目録データベース,
H521,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Colaspoides,,fulvus,,,,,シャシャンポサルハムシ,,,,,,,Colaspoides fulvus,不明,,ハムシ目録データベース,
H522,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Colaspoides,,imasakai,,,,,イマサカミドリサルハムシ,,,,,,,Colaspoides imasakai,不明,,ハムシ目録データベース,
H523,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Colaspoides,,japanus,,,,,ミドリサルハムシ,,,,,,,Colaspoides japanus,不明,,ハムシ目録データベース,
H524,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Colaspoides,,kasaharai,,,,,カサハラミドリサルハムシ,,,,,,,Colaspoides kasaharai,不明,,ハムシ目録データベース,
H525,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Colaspoides,,okinawanus,,,,,オキナワミドリサルハムシ,,,,,,,Colaspoides okinawanus,不明,,ハムシ目録データベース,
H526,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Colaspoides,,suginoi,,,,,スギノミドリサルハムシ,,,,,,,Colaspoides suginoi,不明,,ハムシ目録データベース,
H527,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Massiea,,costata,,,,,ムネアカナガミドリサルハムシ,,,,,,,Massiea costata,不明,,ハムシ目録データベース,
H528,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Platycorynus,,japonicus,,,,,オオミドリサルハムシ,,,,,,,Platycorynus japonicus,リュウキュウテイカカズラ,,ハムシ目録データベース,3~7月
H529,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Platycorynus,,japonicus,,,,,オオミドリサルハムシ　沖永良部島亜種,,,,,,,Platycorynus japonicus,リュウキュウテイカカズラ,,ハムシ目録データベース,3~7月
H530,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Colasposoma,,dauricum,,,,,イモサルハムシ,,,,,,,Colasposoma dauricum,サツマイモ、ヒルガオ,,ハムシハンドブック,5~8月
H531,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Colasposoma,,viridicoeruleum,,,,,オキナワイモサルハムシ,,,,,,,Colasposoma viridicoeruleum,不明,,ハムシ目録データベース,
H532,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Basilepta,,amamiensis,,,,,ヨツモンサルハムシ,,,,,,,Basilepta amamiensis,不明,,ハムシ目録データベース,
H533,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Basilepta,,balyi,,,,,チャイロサルハムシ,,,,,,,Basilepta balyi,ハンノキ,,ハムシ目録データベース,4~10月
H534,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Basilepta,,borodinensis,,,,,ダイトウサルハムシ,,,,,,,Basilepta borodinensis,不明,,ハムシ目録データベース,
H535,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Basilepta,,davidi,,,,,ダビッドサルハムシ,,,,,,,Basilepta davidi,不明,,ハムシ目録データベース,
H536,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Basilepta,,fulvipes,,,,,アオバネサルハムシ,,,,,,,Basilepta fulvipes,ヨモギ,,ハムシ目録データベース,6~7月
H537,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Basilepta,,hirayamai,,,,,ニセウスイロサルハムシ,,,,,,,Basilepta hirayamai,不明,,ハムシ目録データベース,
H538,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Basilepta,,hirticollis,,,,,ムナゲクロサルハムシ,,,,,,,Basilepta hirticollis,不明,,ハムシ目録データベース,
H539,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Basilepta,,modesta,,,,,ルリサルハムシ,,,,,,,Basilepta modesta,ウツギ類,,ハムシ目録データベース,4~9月
H540,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Basilepta,,pallidula,,,,,ウスイロサルハムシ,,,,,,,Basilepta pallidula,マツ類、スギ類、ヒノキ、コナラ、クリなど,,ハムシハンドブック,6~8月
H541,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Basilepta,,ruficollis,,,,,ムネアカサルハムシ,,,,,,,Basilepta ruficollis,クマイチゴ、クリの花,,ハムシハンドブック,6~9月
H542,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Basilepta,,uenoi,,,,,ドウイロムナゲサルハムシ,,,,,,,Basilepta uenoi,不明,,ハムシ目録データベース,
H543,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Basilepta,,varicolor,,,,,シイサルハムシ,,,,,,,Basilepta varicolor,不明,,ハムシ目録データベース,
H544,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Cleoporus,,lateralis,,,,,サクラサルハムシ,,,,,,,Cleoporus lateralis,サクラ、ウメ、ナシ、リンゴ,,ハムシハンドブック,5~9月
H545,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Cleorina,,aeneomicans,,,,,イクビルリハムシ,,,,,,,Cleorina aeneomicans,不明,,ハムシ目録データベース,
H546,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Nodina,,chalcosoma,,,,,アオガネヒメサルハムシ,,,,,,,Nodina chalcosoma,ブドウ、テリハノイバラ、ノボタン,,ハムシ目録データベース,6~7月
H547,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Nodina,,kraussi,,,,,クラウスチビサルハムシ,,,,,,,Nodina kraussi,不明,,ハムシ目録データベース,
H548,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Nodina,,morimotoi,,,,,モリモトチビサルハムシ,,,,,,,Nodina morimotoi,不明,,ハムシ目録データベース,
H549,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Nodina,,sauteri,,,,,ザウターチビサルハムシ,,,,,,,Nodina sauteri,不明,,ハムシ目録データベース,
H550,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Pagria,,consimilis,,,,,ムネアカキバネサルハムシ,,,,,,,Pagria consimilis,クズ、ハギ類,,ハムシ目録データベース,3~11月
H551,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Pagria,,flavopustulata,,,,,ツヤキバネサルハムシ,,,,,,,Pagria flavopustulata,不明,,ハムシ目録データベース,
H552,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Pagria,,ingibbosa,,,,,チビキバネサルハムシ,,,,,,,Pagria ingibbosa,不明,,ハムシ目録データベース,
H553,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Pagria,,ussuriensis,,,,,マルキバネサルハムシ,,,,,,,Pagria ussuriensis,不明,,ハムシ目録データベース,
H554,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Parascela,,cribrata,,,,,ヒメムクゲサルハムシ,,,,,,,Parascela cribrata,不明,,ハムシ目録データベース,
H555,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Rhyparida,,lineolata,,,,,セスジサルハムシ,,,,,,,Rhyparida lineolata,不明,,ハムシ目録データベース,
H556,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Rhyparida,,sakisimensis,,,,,モモブトサルハムシ,,,,,,,Rhyparida sakisimensis,不明,,ハムシ目録データベース,
H557,Chrysomelidae,ハムシ科,ツヤハムシ亜科,ツヤハムシ亜科,,,,,Oomorphoides,,cupreatus,,,,,ドウガネツヤハムシ,,,,,,,Oomorphoides cupreatus,タラノキ,,ハムシ目録データベース,3~10月
H558,Chrysomelidae,ハムシ科,ツヤハムシ亜科,ツヤハムシ亜科,,,,,Oomorphoides,,loochooensis,,,,,リュウキュウツヤハムシ,,,,,,,Oomorphoides loochooensis,不明,,ハムシ目録データベース,
H559,Chrysomelidae,ハムシ科,ツヤハムシ亜科,ツヤハムシ亜科,,,,,Oomorphoides,,nigrocaeruleus,,,,,アオグロツヤハムシ,,,,,,,Oomorphoides nigrocaeruleus,キヅタ、センノキ、タラノキ,,ハムシハンドブック,4~6月
H560,Chrysomelidae,ハムシ科,ツヤハムシ亜科,ツヤハムシ亜科,,,,,Oomorphoides,,okinawensis,,,,,オキナワツヤハムシ,,,,,,,Oomorphoides okinawensis,不明,,ハムシ目録データベース,
H561,Chrysomelidae,ハムシ科,ツヤハムシ亜科,ツヤハムシ亜科,,,,,Oomorphoides,,sakishimanus,,,,,サキシマツヤハムシ,,,,,,,Oomorphoides sakishimanus,不明,,ハムシ目録データベース,
H562,Chrysomelidae,ハムシ科,ツヤハムシ亜科,ツヤハムシ亜科,,,,,Oomorphus,,(Oomorphus),,,,,ヒメツヤハムシ,,,,,,,Oomorphus (Oomorphus),不明,,ハムシ目録データベース,
H563,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Aetheomorpha,,taiwana,,,,,タイワンカタハリナガツツハムシ,,,,,,,Aetheomorpha taiwana,不明,,ハムシ目録データベース,
H564,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Clytra,,(Clytra),,,,,ヨツボシナガツツハムシ,,,,,,,Clytra (Clytra),ハギ類、ヤナギ類、カンバ、ブナ（成虫）、ヤマアリ類の巣材の一部（幼虫）,,ハムシ目録データベース,6~10月
H565,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Coptocephala,,orientalis,,,,,ヨツボシアカツツハムシ,,,,,,,Coptocephala orientalis,不明,,ハムシ目録データベース,
H566,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Physosmaragdina,,nigrifrons,,,,,クロオビツツハムシ,,,,,,,Physosmaragdina nigrifrons,イタドリ、マルバハギ、ナツフジ,,ハムシ目録データベース,5~10月
H567,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Smaragdina,,aurita,,,,,キボシルリハムシ,,,,,,,Smaragdina aurita,カンバ、ヤナギ、ハギなど,,ハムシ目録データベース,4~6月(山地では6~8月)
H568,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Smaragdina,,ihai,,,,,ツルグミナガツツハムシ,,,,,,,Smaragdina ihai,不明,,ハムシ目録データベース,
H569,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Smaragdina,,mandzhura,,,,,ルリナガツツハムシ,,,,,,,Smaragdina mandzhura,不明,,ハムシ目録データベース,
H570,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Smaragdina,,nipponensis,,,,,キイロナガツツハムシ,,,,,,,Smaragdina nipponensis,エノキ、ミズキ、イヌシデ、クリ、クヌギ、コナラなど,,ハムシ目録データベース,4~6月
H571,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Smaragdina,,quadratomaculata,,,,,アザミナガツツハムシ,,,,,,,Smaragdina quadratomaculata,不明,,ハムシ目録データベース,
H572,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Smaragdina,,semiaurantiaca,,,,,ムナキルリハムシ,,,,,,,Smaragdina semiaurantiaca,ヤナギ、カンバ類など,,ハムシ目録データベース,4~6月
H573,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Cryptocephalus,,(Asionus),,,,,アイヌツツハムシ,,,,,,,Cryptocephalus (Asionus),不明,,ハムシ目録データベース,
H574,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Cryptocephalus,,(Asionus),,,,,セメノフツツハムシ,,,,,,,Cryptocephalus (Asionus),不明,,ハムシ目録データベース,
H575,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Cryptocephalus,,(Burlinius),,,,,フタスジツツハムシ,,,,,,,Cryptocephalus (Burlinius),不明,,ハムシ目録データベース,
H576,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Cryptocephalus,,(Burlinius),,,,,チビルリツツハムシ,,,,,,,Cryptocephalus (Burlinius),コナラ,,ハムシ目録データベース,5~6月(山地では7~8月)
H577,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Cryptocephalus,,(Burlinius),,,,,エジマツツハムシ,,,,,,,Cryptocephalus (Burlinius),不明,,ハムシ目録データベース,
H578,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Cryptocephalus,,(Burlinius),,,,,キアシチビツツハムシ,,,,,,,Cryptocephalus (Burlinius),不明,,ハムシ目録データベース,
H579,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Cryptocephalus,,(Burlinius),,,,,ウスグロスジツツハムシ,,,,,,,Cryptocephalus (Burlinius),不明,,ハムシ目録データベース,
H580,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Cryptocephalus,,(Burlinius),,,,,アカムネチビツツハムシ,,,,,,,Cryptocephalus (Burlinius),不明,,ハムシ目録データベース,
H581,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Cryptocephalus,,(Burlinius),,,,,キモトツツハムシ,,,,,,,Cryptocephalus (Burlinius),不明,,ハムシ目録データベース,
H582,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Cryptocephalus,,(Burlinius),,,,,タテスジキツツハムシ,,,,,,,Cryptocephalus (Burlinius),ヤマハギ、ハシバミ、ヤナギ,,ハムシ目録データベース,6~8月
H583,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Cryptocephalus,,(Burlinius),,,,,ハコネチビツツハムシ,,,,,,,Cryptocephalus (Burlinius),不明,,ハムシ目録データベース,
H584,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Cryptocephalus,,(Cryptocephalus),,,,,ルリツツハムシ,,,,,,,Cryptocephalus (Cryptocephalus),不明,,ハムシ目録データベース,
H585,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Cryptocephalus,,(Cryptocephalus),,,,,キアシルリツツハムシ,,,,,,,Cryptocephalus (Cryptocephalus),不明,,ハムシ目録データベース,
H586,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Cryptocephalus,,(Cryptocephalus),,,,,コヤツボシツツハムシ,,,,,,,Cryptocephalus (Cryptocephalus),ヤナギ類、ハンノキ、ハギ類、ズミ,,ハムシ目録データベース,4~5月(山地では6~8月)
H587,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Cryptocephalus,,(Cryptocephalus),,,,,ニセセスジツツハムシ,,,,,,,Cryptocephalus (Cryptocephalus),不明,,ハムシ目録データベース,
H588,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Cryptocephalus,,(Cryptocephalus),,,,,カラフトツツハムシ,,,,,,,Cryptocephalus (Cryptocephalus),不明,,ハムシ目録データベース,
H589,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Cryptocephalus,,(Cryptocephalus),,,,,キスジツツハムシ,,,,,,,Cryptocephalus (Cryptocephalus),不明,,ハムシ目録データベース,
H590,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Cryptocephalus,,(Cryptocephalus),,,,,リュウキュウツツハムシ,,,,,,,Cryptocephalus (Cryptocephalus),不明,,ハムシ目録データベース,
H591,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Cryptocephalus,,(Cryptocephalus),,,,,リュウキュウツツハムシ　宮古島亜種,,,,,,,Cryptocephalus (Cryptocephalus),不明,,ハムシ目録データベース,
H592,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Cryptocephalus,,(Cryptocephalus),,,,,クロボシツツハムシ,,,,,,,Cryptocephalus (Cryptocephalus),ナシ、クリ、ノイバラなど,,ハムシハンドブック,4~7月
H593,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Cryptocephalus,,(Cryptocephalus),,,,,ツヤルリツツハムシ,,,,,,,Cryptocephalus (Cryptocephalus),不明,,ハムシ目録データベース,
H594,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Cryptocephalus,,(Cryptocephalus),,,,,ヨツモンクロツツハムシ,,,,,,,Cryptocephalus (Cryptocephalus),カシワ、ウワミズザクラ,,ハムシハンドブック,4~5月(山地では6~7月)
H595,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Cryptocephalus,,(Cryptocephalus),,,,,ムツキボシツツハムシ,,,,,,,Cryptocephalus (Cryptocephalus),不明,,ハムシ目録データベース,
H596,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Cryptocephalus,,(Cryptocephalus),,,,,セスジツツハムシ,,,,,,,Cryptocephalus (Cryptocephalus),カンバ類、ヤナギ類、ハンノキ、シデ類、ミズナラなど,,ハムシハンドブック,4~9月
H597,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Cryptocephalus,,(Cryptocephalus),,,,,ヤツボシツツハムシ,,,,,,,Cryptocephalus (Cryptocephalus),クヌギ、コナラ、クリ、イタドリ、ワレモコウ,,ハムシハンドブック,4~6月(山地では6~7月)
H598,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Cryptocephalus,,(Cryptocephalus),,,,,キボシツツハムシ,,,,,,,Cryptocephalus (Cryptocephalus),コナラ、シイ類,,ハムシハンドブック,4~9月
H599,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Cryptocephalus,,(Cryptocephalus),,,,,キボシツツハムシ　琉球亜種,,,,,,,Cryptocephalus (Cryptocephalus),不明,,ハムシ目録データベース,
H600,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Cryptocephalus,,(Cryptocephalus),,,,,キボシツツハムシ　宮古島亜種,,,,,,,Cryptocephalus (Cryptocephalus),不明,,ハムシ目録データベース,
H601,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Cryptocephalus,,(Cryptocephalus),,,,,キボシツツハムシ　与那国島亜種,,,,,,,Cryptocephalus (Cryptocephalus),不明,,ハムシ目録データベース,
H602,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Cryptocephalus,,(Cryptocephalus),,,,,カシワツツハムシ,,,,,,,Cryptocephalus (Cryptocephalus),コナラ、カシワ,,ハムシ目録データベース,5~9月
H603,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Cryptocephalus,,(Cryptocephalus),,,,,ムツボシツツハムシ,,,,,,,Cryptocephalus (Cryptocephalus),不明,,ハムシ目録データベース,
H604,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Cryptocephalus,,(Cryptocephalus),,,,,ジュウシホシツツハムシ,,,,,,,Cryptocephalus (Cryptocephalus),ヌマトラノオ、オカトラノオ、マルバハギ,,ハムシハンドブック,6~8月
H605,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Cryptocephalus,,(Disopus),,,,,ツマキクロツツハムシ,,,,,,,Cryptocephalus (Disopus),不明,,ハムシ目録データベース,
H606,Chrysomelidae,ハムシ科,Cryptocephalinae,ツツハムシ亜科,,,,,Diachus,,auratus,,,,,ヒロヒゲツツハムシ,,,,,,,Diachus auratus,ギンネム,,ハムシ目録データベース,3~5月
