大図鑑カタログNo,科名,科和名,亜科名,亜科和名,族名,族和名,亜族名,亜族名_1,属名,亜属名,種小名,亜種小名,著者,公表年,類似種,和名,旧和名,別名,その他の和名,亜種範囲,標準図鑑ステータス,標準図鑑以後の変更,学名,食草,出典,備考,成虫出現時期,成虫出現時期出典,成虫出現時期備考,幼虫期,幼虫期に関する備考,亜族和名
H363,Chrysomelidae,ハムシ科,Bruchinae,マメゾウムシ亜科,,,,,Bruchidius,,japonicus,,,,,サムライマメゾウムシ,,,,,,,Bruchidius japonicus,ヤマハギの実、ニセアカシアなどの花,ハムシハンドブック,,不明,ハムシハンドブック,,,,
H364,Chrysomelidae,ハムシ科,Bruchinae,マメゾウムシ亜科,,,,,Bruchidius,,lautus,,,,,ヒゲナガマメゾウムシ,,,,,,,Bruchidius lautus,不明,,,,,,,,
H365,Chrysomelidae,ハムシ科,Bruchinae,マメゾウムシ亜科,,,,,Bruchidius,,serricollis,,,,,シリグロマメゾウムシ,,,,,,,Bruchidius serricollis,不明,,,,,,,,
H366,Chrysomelidae,ハムシ科,Bruchinae,マメゾウムシ亜科,,,,,Bruchidius,,terreus,,,,,ネムノキマメゾウムシ,,,,,,,Bruchidius terreus,不明,,,,,,,,
H367,Chrysomelidae,ハムシ科,Bruchinae,マメゾウムシ亜科,,,,,Bruchidius,,urbanus,,,,,シリアカマメゾウムシ,,,,,,,Bruchidius urbanus,不明,,,,,,,,
H368,Chrysomelidae,ハムシ科,Bruchinae,マメゾウムシ亜科,,,,,Callosobruchus,,analis,,,,,ワモンマメゾウムシ,,,,,,,Callosobruchus analis,不明,,,,,,,,
H369,Chrysomelidae,ハムシ科,Bruchinae,マメゾウムシ亜科,,,,,Callosobruchus,,chinensis,,,,,アズキマメゾウムシ,,,,,,,Callosobruchus chinensis,アズキ、ヤブツルアズキ、ヒメクズ,ハムシハンドブック,,不明,ハムシハンドブック,,,,
H370,Chrysomelidae,ハムシ科,Bruchinae,マメゾウムシ亜科,,,,,Callosobruchus,,maculatus,,,,,ヨツモンマメゾウムシ,,,,,,,Callosobruchus maculatus,アズキ類などマメ類,ハムシハンドブック,,不明,ハムシハンドブック,,,,
H371,Chrysomelidae,ハムシ科,Bruchinae,マメゾウムシ亜科,,,,,Callosobruchus,,phaseoli,,,,,タテモンマメゾウムシ,,,,,,,Callosobruchus phaseoli,不明,,,,,,,,
H372,Chrysomelidae,ハムシ科,Bruchinae,マメゾウムシ亜科,,,,,Megabruchidius,,dorsalis,,,,,サイカチマメゾウムシ,,,,,,,Megabruchidius dorsalis,サイカチの実,ハムシハンドブック,,不明,ハムシハンドブック,,,,
H373,Chrysomelidae,ハムシ科,Bruchinae,マメゾウムシ亜科,,,,,Megabruchidius,,sophorae,,,,,エンジュマメゾウムシ,,,,,,,Megabruchidius sophorae,エンジュ、マユミなどの花,ハムシハンドブック,,不明,ハムシハンドブック,,,,
H374,Chrysomelidae,ハムシ科,Bruchinae,マメゾウムシ亜科,,,,,Sennius,,lebasi,,,,,クロモンマメゾウムシ,,,,,,,Sennius lebasi,不明,,,,,,,,
H375,Chrysomelidae,ハムシ科,Bruchinae,マメゾウムシ亜科,,,,,Sulcobruchus,,sauteri,,,,,ザウテルマメゾウムシ,,,,,,,Sulcobruchus sauteri,不明,,,,,,,,
H376,Chrysomelidae,ハムシ科,Bruchinae,マメゾウムシ亜科,,,,,Bruchus,,loti,,,,,ミヤコグサマメゾウムシ,,,,,,,Bruchus loti,ミヤコグサ、ハマエンドウの実,,,不明,,,,,
H377,Chrysomelidae,ハムシ科,Bruchinae,マメゾウムシ亜科,,,,,Bruchus,,pisorum,,,,,エンドウゾウムシ,,,,,,,Bruchus pisorum,エンドウ,,,年1回発生,ハムシハンドブック,,,,
H378,Chrysomelidae,ハムシ科,Bruchinae,マメゾウムシ亜科,,,,,Bruchus,,rufimanus,,,,,ソラマメゾウムシ,,,,,,,Bruchus rufimanus,ソラマメ,,,年1回発生,ハムシハンドブック,,,,
H379,Chrysomelidae,ハムシ科,Bruchinae,マメゾウムシ亜科,,,,,Kytorhinus,,senilis,,,,,シャープマメゾウムシ,,,,,,,Kytorhinus senilis,不明,,,,,,,,
H380,Chrysomelidae,ハムシ科,Donaciinae,ネクイハムシ亜科,Donaciini,ネクイハムシ族,,,Donacia,,lenzi,,"Schönfeldt, 1888",1888,,ガガブタネクイハムシ,,,,,,,Donacia lenzi,不明,,,,,,,,
H381,Chrysomelidae,ハムシ科,Donaciinae,ネクイハムシ亜科,Donaciini,ネクイハムシ族,,,Donacia,,provostii,,"Fairmaire, 1866",1866,,イネネクイハムシ,,,,,,,Donacia provostii,ジュンサイ、コウホネ、ヒルムシロ、ヒツジグサ、ヒシ、イネの根,ハムシハンドブック,,5~11月,ハムシハンドブック,,,,
H382,Chrysomelidae,ハムシ科,Donaciinae,ネクイハムシ亜科,Donaciini,ネクイハムシ族,,,Donacia,,sera,,"Jacobson, 1906",1906,,セラネクイハムシ,,,,,,,Donacia sera,不明,,,,,,,,
H383,Chrysomelidae,ハムシ科,Donaciinae,ネクイハムシ亜科,Donaciini,ネクイハムシ族,,,Donacia,,vulgaris,,"Zschach, 1788",1788,,コウホネネクイハムシ,,,,,,,Donacia vulgaris,不明,,,,,,,,
H384,Chrysomelidae,ハムシ科,Donaciinae,ネクイハムシ亜科,Donaciini,ネクイハムシ族,,,Donacia,,thalassina,,"Germar, 1811",1811,,キアシネクイハムシ,,,,,,,Donacia thalassina,不明,,,,,,,,
H385,Chrysomelidae,ハムシ科,Donaciinae,ネクイハムシ亜科,Donaciini,ネクイハムシ族,,,Donacia,,crassipes,,"Fabricius, 1775",1775,,フトネクイハムシ,,,,,,,Donacia crassipes,不明,,,,,,,,
H386,Chrysomelidae,ハムシ科,Donaciinae,ネクイハムシ亜科,Donaciini,ネクイハムシ族,,,Donacia,,semicuprea,,"Panzer, 1796",1796,,クロガネネクイハムシ,,,,,,,Donacia semicuprea,不明,,,,,,,,
H387,Chrysomelidae,ハムシ科,Donaciinae,ネクイハムシ亜科,Donaciini,ネクイハムシ族,,,Donacia,,aquatica,,"Linnaeus, 1758",1758,,アオノネクイハムシ,,,,,,,Donacia aquatica,不明,,,,,,,,
H388,Chrysomelidae,ハムシ科,Donaciinae,ネクイハムシ亜科,Donaciini,ネクイハムシ族,,,Donacia,,bicolora,,"Zschach, 1788",1788,,アカガネネクイハムシ,,,,,,,Donacia bicolora,不明,,,,,,,,
H389,Chrysomelidae,ハムシ科,Donaciinae,ネクイハムシ亜科,Donaciini,ネクイハムシ族,,,Donacia,,sparganii,,"Ahrens, 1810",1810,,キンイロネクイハムシ,,,,,,,Donacia sparganii,ミクリ類、スゲ類の花,ハムシハンドブック,,4~10月,ハムシハンドブック,,,,
H390,Chrysomelidae,ハムシ科,Donaciinae,ネクイハムシ亜科,Donaciini,ネクイハムシ族,,,Donacia,,clavareaui,,"Jacobson, 1906",1906,,カツラネクイハムシ,,,,,,,Donacia clavareaui,不明,,,,,,,,
H391,Chrysomelidae,ハムシ科,Donaciinae,ネクイハムシ亜科,Donaciini,ネクイハムシ族,,,Donacia,,nitidior,,"Nakane, 1963",1963,,ツヤネクイハムシ,,,,,,,Donacia nitidior,不明,,,,,,,,
H392,Chrysomelidae,ハムシ科,Donaciinae,ネクイハムシ亜科,Donaciini,ネクイハムシ族,,,Donacia,,tomentosa,,"Ahrens, 1810",1810,,アシボソネクイハムシ,,,,,,,Donacia tomentosa,不明,,,,,,,,
H393,Chrysomelidae,ハムシ科,Donaciinae,ネクイハムシ亜科,Donaciini,ネクイハムシ族,,,Donacia,,ozensis,,"Nakane, 1963",1963,,キタヒラタネクイハムシ,,,,,,,Donacia ozensis,不明,,,,,,,,
H394,Chrysomelidae,ハムシ科,Donaciinae,ネクイハムシ亜科,Donaciini,ネクイハムシ族,,,Donacia,,ozensis,honshuensis,"Nakane, 1963",1963,,キタヒラタネクイハムシ 本州亜種,,,,,,,Donacia ozensis honshuensis,不明,,,,,,,,
H395,Chrysomelidae,ハムシ科,Donaciinae,ネクイハムシ亜科,Donaciini,ネクイハムシ族,,,Donacia,,yersinensis,,"Pic, 1929",1929,,ニセヒラタネクイハムシ,,,,,,,Donacia yersinensis,不明,,; 保全状況: NT,,,,,,
H396,Chrysomelidae,ハムシ科,Donaciinae,ネクイハムシ亜科,Donaciini,ネクイハムシ族,,,Donacia,,hirashimai,,"Nakane, 1963",1963,,ホソネクイハムシ,,,,,,,Donacia hirashimai,不明,,; 保全状況: DD,,,,,,
H439,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,Aspidimorphini,ジンガサハムシ族,,,Aspidimorpha,,(Aspidimorpha),,,,,ジンガサハムシ,,,,,,,Aspidimorpha (Aspidimorpha),ヒルガオ類,ハムシハンドブック,,4~9月,ハムシハンドブック,,,,
H440,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,Aspidimorphini,ジンガサハムシ族,,,Aspidimorpha,,(Aspidimorpha),,,,,ゴマダラジンガサハムシ,,,,,,,Aspidimorpha (Aspidimorpha),不明,,,4~11月,ハムシハンドブック,,,,
H441,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,Aspidimorphini,ジンガサハムシ族,,,Aspidimorpha,,(Aspidimorpha),,,,,スキバジンガサハムシ,,,,,,,Aspidimorpha (Aspidimorpha),ヒルガオ類,ハムシハンドブック,,4~11月,ハムシハンドブック,,,,
H442,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,Aspidimorphini,ジンガサハムシ族,,,Laccoptera,,(Laccopteroidea),,,,,ヨツモンカメノコハムシ,,,,,,,Laccoptera (Laccopteroidea),サツマイモ、ノアサガオ,ハムシハンドブック,,4~12月,ハムシハンドブック,,,,
H443,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,Cassidini,カメノコハムシ族,,,Cassida,,circumdata,,,,,タテスジヒメジンガサハムシ,,,,,,,Cassida circumdata,サツマイモ、ハマヒルガオ,ハムシハンドブック,,3~8月,ハムシハンドブック,,,,
H444,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,Cassidini,カメノコハムシ族,,,Cassida,,concha,,,,,キイロカメノコハムシ,,,,,,,Cassida concha,不明,,,,,,,,
H445,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,Cassidini,カメノコハムシ族,,,Cassida,,crucifera,,,,,セモンジンガサハムシ,,,,,,,Cassida crucifera,サクラ、リンゴ、ナシ,ハムシハンドブック,,4~10月,ハムシハンドブック,,,,
H446,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,Cassidini,カメノコハムシ族,,,Cassida,,erudita,,,,,ミドリカメノコハムシ,,,,,,,Cassida erudita,アキチョウジ、ヒメシロネ、カメバヒキオコシ、ウツボグサ,ハムシハンドブック,,5~7月,ハムシハンドブック,,,,
H447,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,Cassidini,カメノコハムシ族,,,Cassida,,ferruginea,,,,,イカリアオカメノコハムシ,,,,,,,Cassida ferruginea,不明,,,,,,,,
H448,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,Cassidini,カメノコハムシ族,,,Cassida,,fuscorufa,,,,,ヒメジンガサハムシ,,,,,,,Cassida fuscorufa,ヨモギ,ハムシハンドブック,,4~11月,ハムシハンドブック,,,,
H449,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,Cassidini,カメノコハムシ族,,,Cassida,,japana,,,,,イノコズチカメノコハムシ,,,,,,,Cassida japana,イノコヅチ,ハムシハンドブック,,4~10月,ハムシハンドブック,,,,
H450,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,Cassidini,カメノコハムシ族,,,Cassida,,lineola,,,,,クロスジカメノコハムシ,,,,,,,Cassida lineola,不明,,,,,,,,
H451,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,Cassidini,カメノコハムシ族,,,Cassida,,mongolica,,,,,クロカメノコハムシ,,,,,,,Cassida mongolica,不明,,,,,,,,
H452,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,Cassidini,カメノコハムシ族,,,Cassida,,murraea,,,,,ベニカメノコハムシ,,,,,,,Cassida murraea,ヤブタバコ、サジガンクビソウ、ミズギク,ハムシハンドブック,,6~8月,ハムシハンドブック,,,,
H453,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,Cassidini,カメノコハムシ族,,,Cassida,,nebulosa,,,,,ナミカメノコハムシ,,カメノコハムシ,,,,,Cassida nebulosa,アカザ、シロザ,ハムシハンドブック,,,,,,,
H454,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,Cassidini,カメノコハムシ族,,,Cassida,,nobilis,,,,,スジキイロカメノコハムシ,,チャイロカメノコハムシ,,,,,Cassida nobilis,不明,,,,,,,,
H455,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,Cassidini,カメノコハムシ族,,,Cassida,,obtusata,,,,,ミカンカメノコハムシ,,,,,,,Cassida obtusata,柑橘類、イヌビユ、ケイトウなどヒユ科,ハムシハンドブック,,3~10月,ハムシハンドブック,,,,
H456,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,Cassidini,カメノコハムシ族,,,Cassida,,piperata,,,,,ヒメカメノコハムシ,,,,,,,Cassida piperata,アカザ、シロザ、イヌビユ,ハムシハンドブック,,4~10月,ハムシハンドブック,,,,
H457,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,Cassidini,カメノコハムシ族,,,Cassida,,rubiginosa,,,,,アオカメノコハムシ,,,,,,,Cassida rubiginosa,アザミ類,ハムシハンドブック,,4~9月,ハムシハンドブック,,,,
H458,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,,,,,Cassida,,rubiginosa,,,,,アオカメノコハムシ　対馬亜種,,,,,,,Cassida rubiginosa,アザミ類,ハムシハンドブック,,4~9月,ハムシハンドブック,,,,
H459,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,Cassidini,カメノコハムシ族,,,Cassida,,sigillata,,,,,イカリヒメジンガサハムシ,,,,,,,Cassida sigillata,不明,,,,,,,,
H460,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,Cassidini,カメノコハムシ族,,,Cassida,,velaris,,,,,チャイロカメノコハムシ,,,,,,,Cassida velaris,不明,,,,,,,,
H461,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,Cassidini,カメノコハムシ族,,,Cassida,,vespertina,,,,,コガタカメノコハムシ,,セダカカメノコハムシ,,,,,Cassida vespertina,ボタンヅル,ハムシハンドブック,,4~10月,ハムシハンドブック,,,,
H462,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,Cassidini,カメノコハムシ族,,,Cassida,,vibex,,,,,セスジカメノコハムシ,,,,,,,Cassida vibex,不明,,,,,,,,
H463,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,Cassidini,カメノコハムシ族,,,Cassida,,vittata,,,,,スジミドリカメノコハムシ,,,,,,,Cassida vittata,不明,,,,,,,,
H464,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,Cassidini,カメノコハムシ族,,,Glyphocassis,,spilota,,,,,クロマダラカメノコハムシ,,,,,,,Glyphocassis spilota,不明,,,,,,,,
H465,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,Cassidini,カメノコハムシ族,,,Thlaspida,,cribrosa,,,,,イチモンジカメノコハムシ,,,,,,,Thlaspida cribrosa,ムラサキシキブ、ヤブムラサキ,ハムシハンドブック,,4~10月,ハムシハンドブック,,,,
H466,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,Cassidini,カメノコハムシ族,,,Thlaspida,,lewisii,,,,,ルイスジンガサハムシ,,,,,,,Thlaspida lewisii,不明,,,,,,,,
H467,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,Cryptonychini,ナガヒラタハムシ族,,,Brontispa,,longissima,,,,,ナガヒラタハムシ,,,,,,,Brontispa longissima,ココヤシなどヤシ類,ハムシハンドブック,,4~6月(おそらく周年),ハムシハンドブック,,,,
H468,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,Gonophorini,ホソヒラタハムシ族,,,Agonita,,omoro,,,,,オキナワホソヒラタハムシ,,,,,,,Agonita omoro,不明,,,,,,,,
H469,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,Hispini,トゲハムシ族,,,Asamangulia,,yonakuni,,,,,ヨナグニトゲハムシ,,,,,,,Asamangulia yonakuni,不明,,,,,,,,
H470,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,Hispini,トゲハムシ族,,,Dactylispa,,(Platypriella),,,,,タケトゲハムシ,,イッシキトゲハムシ,,,,,Dactylispa (Platypriella),不明,,,4~10月,ハムシハンドブック,,,,
H471,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,Hispini,トゲハムシ族,,,Dactylispa,,(Platypriella),,,,,カタビロトゲハムシ,,,,,,,Dactylispa (Platypriella),カシワ、クヌギ、アラカシ,ハムシハンドブック,,4~10月,ハムシハンドブック,,,,
H472,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,Hispini,トゲハムシ族,,,Dactylispa,,(Triplispa),,,,,ヒメキベリトゲハムシ,,,,,,,Dactylispa (Triplispa),サクラ、コナラ、ヤマハッカ,ハムシハンドブック,,4~11月,ハムシハンドブック,,,,
H473,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,Hispini,トゲハムシ族,,,Dactylispa,,(Triplispa),,,,,ヒゴトゲハムシ,,,,,,,Dactylispa (Triplispa),ムラサキシキブ,ハムシハンドブック,,6月,ハムシハンドブック,,,,
H474,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,Hispini,トゲハムシ族,,,Dicladispa,,armigera,,,,,イネトゲハムシ,,,,,,,Dicladispa armigera,不明,,,,,,,,
H475,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,Hispini,トゲハムシ族,,,Hispellinus,,moerens,,,,,クロトゲハムシ,,,,,,,Hispellinus moerens,不明,,,,,,,,
H476,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,Hispini,トゲハムシ族,,,Platypria,,(Platypria),,,,,ヘリビロトゲハムシ,,,,,,,Platypria (Platypria),不明,,,5~10月,ハムシハンドブック,,,,
H477,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,Hispini,トゲハムシ族,,,Platypria,,(Platypria),,,,,ツシマヘリビロトゲハムシ,,,,,,,Platypria (Platypria),ケンポナシ,ハムシハンドブック,,5~10月,ハムシハンドブック,,,,
H478,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,Hispini,トゲハムシ族,,,Rhadinosa,,nigrocyanea,,,,,クロルリトゲハムシ,,,,,,,Rhadinosa nigrocyanea,ススキ,ハムシハンドブック,,5~11月,ハムシハンドブック,,,,
H479,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,Leptispini,ホソヒラタハムシ族,,,Leptispa,,miyamotoi,,,,,ミヤモトホソヒラタハムシ,,,,,,,Leptispa miyamotoi,不明,,,不明,,,,,
H480,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,Leptispini,ホソヒラタハムシ族,,,Leptispa,,taguchii,,,,,タグチホソヒラタハムシ,,,,,,,Leptispa taguchii,不明,,,不明,,,,,
H481,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,Notosacanthini,ヒラタカメノコハムシ族,,,Notosacantha,,ihai,,,,,アカヒラタカメノコハムシ,,,,,,,Notosacantha ihai,不明,,,,,,,,
H482,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,Notosacanthini,ヒラタカメノコハムシ族,,,Notosacantha,,loochooana,,,,,チャイロヒラタカメノコハムシ,,,,,,,Notosacantha loochooana,不明,,,,,,,,
H483,Chrysomelidae,ハムシ科,Cassidinae,カメノコハムシ亜科,Notosacanthini,ヒラタカメノコハムシ族,,,Notosacantha,,nishiyamai,,,,,キイロヒラタカメノコハムシ,,,,,,,Notosacantha nishiyamai,不明,,,,,,,,
H484,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Acrothinium,,gaschkevitchii,,,,,アカガネサルハムシ,,,,,,,Acrothinium gaschkevitchii,ノブドウ、エビツル、ブドウ,ハムシハンドブック,,4~7月,ハムシハンドブック,,,,
H485,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Acrothinium,,gaschkevitchii,,,,,アカガネサルハムシ　沖永良部島亜種,,,,,,,Acrothinium gaschkevitchii,ノブドウ、エビツル、ブドウ,ハムシハンドブック,,4~7月,ハムシハンドブック,,,,
H486,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Acrothinium,,gaschkevitchii,,,,,アカガネサルハムシ　沖縄亜種,,,,,,,Acrothinium gaschkevitchii,ノブドウ、エビツル、ブドウ,ハムシハンドブック,,4~7月,ハムシハンドブック,,,,
H487,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Acrothinium,,gaschkevitchii,,,,,アカガネサルハムシ　奄美亜種,,,,,,,Acrothinium gaschkevitchii,ノブドウ、エビツル、ブドウ,ハムシハンドブック,,4~7月,ハムシハンドブック,,,,
H488,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Acrothinium,,gaschkevitchii,,,,,アカガネサルハムシ　吐噶喇亜種,,,,,,,Acrothinium gaschkevitchii,ノブドウ、エビツル、ブドウ,ハムシハンドブック,,4~7月,ハムシハンドブック,,,,
H489,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Bromius,,obscurus,,,,,ブドウサルハムシ,,,,,,,Bromius obscurus,フキ、ノブドウ類、ヤナギラン、ハコヤナギ,ハムシハンドブック,,5~9月,ハムシハンドブック,,,,
H490,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Demotina,,aurosquama,,,,,コアラゲサルハムシ,,,,,,,Demotina aurosquama,不明,,,,,,,,
H491,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Demotina,,bipunctata,,,,,フタモンアラゲサルハムシ,,,,,,,Demotina bipunctata,不明,,,,,,,,
H492,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Demotina,,decorata,,,,,チビカサハラハムシ,,,,,,,Demotina decorata,コナラ、ツバキ、ヒサカキ、ヤマグワ,ハムシハンドブック,,4~10月,ハムシハンドブック,,,,
H493,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Demotina,,elegans,,,,,ヤクカサハラハムシ,,,,,,,Demotina elegans,不明,,,,,,,,
H494,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Demotina,,fasciata,,,,,クロオビカサハラハムシ,,,,,,,Demotina fasciata,カシワ類,ハムシハンドブック,,3~10月,ハムシハンドブック,,,,
H495,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Demotina,,fasciculata,,,,,マダラアラゲサルハムシ,,,,,,,Demotina fasciculata,カシ類、ナラ類、チャノキ、ツバキ,ハムシハンドブック,,4~10月,ハムシハンドブック,,,,
H496,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Demotina,,imasakai,,,,,イマサカアラゲサルハムシ,,,,,,,Demotina imasakai,不明,,,,,,,,
H497,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Demotina,,major,,,,,オオアラゲサルハムシ,,,,,,,Demotina major,不明,,,,,,,,
H498,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Demotina,,modesta,,,,,カサハラハムシ,,,,,,,Demotina modesta,ナラ類、クヌギ、コジイ,ハムシハンドブック,,4~9月,ハムシハンドブック,,,,
H499,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Demotina,,sasakawai,,,,,ササカワアラゲサルハムシ,,,,,,,Demotina sasakawai,不明,,,,,,,,
H500,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Demotina,,serriventris,,,,,クシバアラゲサルハムシ,,,,,,,Demotina serriventris,不明,,,,,,,,
H501,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Demotina,,squamosa,,,,,アラゲサルハムシ,,,,,,,Demotina squamosa,不明,,,,,,,,
H502,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Demotina,,tuberosa,,,,,コブアラゲサルハムシ,,,,,,,Demotina tuberosa,不明,,,,,,,,
H503,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Demotina,,vernalis,,,,,ヒメアラゲサルハムシ,,,,,,,Demotina vernalis,不明,,,,,,,,
H504,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Fidia,,atra,,,,,リンゴコフキハムシ,,,,,,,Fidia atra,リンゴ、ナシ、ウメ、クルミ,ハムシハンドブック,,4~7月(山地では7~9月),ハムシハンドブック,,,,
H505,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Fidia,,fulva,,,,,セアカケブカサルハムシ,,,,,,,Fidia fulva,不明,,,,,,,,
H506,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Fidia,,itoi,,,,,スギケブカサルハムシ,,,,,,,Fidia itoi,不明,,,,,,,,
H507,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Fidia,,japonica,,,,,ニホンケブカサルハムシ,,,,,,,Fidia japonica,コナラ、ツバキ類、ケヤキ,ハムシハンドブック,,4~7月,ハムシハンドブック,,,,
H508,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Fidia,,kiiensis,,,,,セスジケブカサルハムシ,,,,,,,Fidia kiiensis,不明,,,,,,,,
H509,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Fidia,,lewisi,,,,,ケブカサルハムシ,,,,,,,Fidia lewisi,不明,,,,,,,,
H510,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Heteraspis,,lewisii,,,,,ドウガネサルハムシ,,,,,,,Heteraspis lewisii,ヤブガラシ、ノブドウ、エビヅル、クサギ,ハムシハンドブック,,3~11月,ハムシハンドブック,,,,
H511,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Heteraspis,,sauteri,,,,,シワドウガネサルハムシ,,,,,,,Heteraspis sauteri,不明,,,,,,,,
H512,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Osnaparis,,nucea,,,,,アカチャサルハムシ,,,,,,,Osnaparis nucea,不明,,,,,,,,
H513,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Trichochrysea,,japana,,,,,トビサルハムシ,,,,,,,Trichochrysea japana,クリ、クヌギ,ハムシハンドブック,,4~6月(低山地では5~8月),ハムシハンドブック,,,,
H514,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Trichochrysea,,okinawana,,,,,オキナワトビサルハムシ,,,,,,,Trichochrysea okinawana,不明,,,,,,,,
H515,Chrysomelidae,ハムシ科,Eumolpinae,サルハムシ亜科,,,,,Trichochrysea,,okinawana,,,,,オキナワトビサルハムシ　九州亜種,,,,,,,Trichochrysea okinawana,不明,,,,,,,,
