insect_id,family,family_jp,subfamily,subfamily_jp,tribe,tribe_jp,genus,subgenus,species,subspecies,author,year,japanese_name,old_japanese_name,alternative_name,other_names,scientific_name,synonyms,changes_since_standard,notes
species-2277,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Eucosma,,tundrana,,(Kennel),1900,トビモンヒメハマキ,,,,"Eucosma tundrana (Kennel, 1900)",,,
species-2278,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Eucosma,,lacteata,,(Treitschke),1835,ホソバシロヒメハマキ,,,,"Eucosma lacteata (Treitschke, 1835)",,,
species-2279,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Eucosma,,ommatoptera,,Falkovitsh,1965,スソクロモンアカチャヒメハマキ,,,コスソクロモンヒメハマキ、スソクロモンアカヒメハマキ,"Eucosma ommatoptera Falkovitsh, 1965",,,
species-2280,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Eucosma,,abacana,,(Erschoff),1877,スソクロモンヒメハマキ,,,スソクロモンアカヒメハマキ,"Eucosma abacana (Erschoff, 1877)",,,
species-2281,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Eucosma,,wimmerana,,(Treitschke),1835,ウスチャスソモンヒメハマキ,,,,"Eucosma wimmerana (Treitschke, 1835)",,,
species-2282,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Eucosma,,coniogramma,,Clarke,1976,オヒルギヒメハマキ,,,,"Eucosma coniogramma Clarke, 1976",,,
species-2283,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Eucosma,,striatulana,,Walsingham,1900,コシワヒメハマキ,,,,"Eucosma striatulana Walsingham, 1900",,,
species-2284,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Melanodaedala,,melanoneura,,(Meyrick),1912,コスキバヒメハマキ,,,,"Melanodaedala melanoneura (Meyrick, 1912)",,,
species-2285,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Epibactra,,usuiana,,Kawabe,1976,チャイロヒメハマキ,,,,"Epibactra usuiana Kawabe, 1976",,,
species-2286,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Pelochrista,,umbraculana,,(Eversmann),1844,フタオビチャヒメハマキ,,,,"Pelochrista umbraculana (Eversmann, 1844)",,,
species-2287,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Pelochrista,,notocelioides,,Oku,1972,コウンモンヒメハマキ,,コフタオビチャヒメハマキ,,"Pelochrista notocelioides Oku, 1972",,,
species-2288,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Pelochrista,,mollitana,,(Zeller),1847,オオウスシロモンヒメハマキ,,,,"Pelochrista mollitana (Zeller, 1847)",,,
species-2289,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Pelochrista,,decolorana,,(Freyer),[1840],ウスマダラヒメハマキ,,,,"Pelochrista decolorana (Freyer, [1840])",,,
species-2290,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Eriopsela,,quadrana,,(Hübner),[1813],ダイセツヒメハマキ,,,,"Eriopsela quadrana (Hübner, [1813])",,,
species-2291,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Eriopsela,,kostyuki,,(Kuznetzov),1973,ドアイウンモンヒメハマキ,,,,"Eriopsela kostyuki (Kuznetzov, 1973)",,,
species-2292,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Thiodia,,torridana,,(Lederer),1859,シロスジヒロバヒメハマキ,,,シロスジヒロバハマキ,"Thiodia torridana (Lederer, 1859)",,,
species-2293,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Thiodia,,dahurica,,(Falkovitsh),1965,ノギクメムシガ,,,,"Thiodia dahurica (Falkovitsh, 1965)",,,
species-2294,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Rhopobota,,kaempferiana,,(Oku),1971,ヤマツツジマダラヒメハマキ,,,,"Rhopobota kaempferiana (Oku, 1971)",,,
species-2295,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Rhopobota,,macrosepalana,,(Oku),1971,モチツツジマダラヒメハマキ,,,,"Rhopobota macrosepalana (Oku, 1971)",,,
species-2296,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Rhopobota,,shikokuensis,,(Oku),1971,チャオビマダラヒメハマキ,,,,"Rhopobota shikokuensis (Oku, 1971)",,,
species-2297,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Rhopobota,,relicta,,(Kuznetzov),1968,シロオビマダラヒメハマキ,,,,"Rhopobota relicta (Kuznetzov, 1968)",,,
species-2298,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Rhopobota,,toshimai,,(Kawabe),1978,シロズマダラヒメハマキ,,,シロマダラヒメハマキ,"Rhopobota toshimai (Kawabe, 1978)",,,
species-2299,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Rhopobota,,ustomaculana,,(Curtis),1831,セシロヒメハマキ,,,,"Rhopobota ustomaculana (Curtis, 1831)",,,
species-2300,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Rhopobota,,ilexi,,Kuznetzov,1969,オオセシロヒメハマキ,,,,"Rhopobota ilexi Kuznetzov, 1969",,,
species-2301,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Rhopobota,,orbiculata,,"Zhang, Liu & Li",2005,カドオビヒメハマキ,,,,"Rhopobota orbiculata Zhang, Liu & Li, 2005",,学名決定,
species-2302,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Rhopobota,,saitoi,,Nasu,2021,オオウスオビヒメハマキ,,,,"Rhopobota saitoi Nasu, 2021",,学名決定,
species-2303,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Rhopobota,,latipennis,,(Walsingham),1900,アケビヒメハマキ,,,,"Rhopobota latipennis (Walsingham, 1900)",,,
species-2304,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Rhopobota,,naevana,,(Hübner),[1814-17],クロネハイイロヒメハマキ,,,クロネハイイロハマキ、ゴマダラヒメハマキ、リンゴチビハマキ,"Rhopobota naevana (Hübner, [1814-17])",,,
species-2305,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Rhopobota,,"sp. 2 of Nasu, 2013",,,,アオダモヒメハマキ,,,,"Rhopobota sp. 2 of Nasu, 2013",,,
species-2306,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Rhopobota,,"sp. 3 of Nasu, 2013",,,,ミヤマイボタヒメハマキ,,,,"Rhopobota sp. 3 of Nasu, 2013",,,
species-2307,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Rhopobota,,okui,,Nasu,2000,ソヨゴチビヒメハマキ,,,,"Rhopobota okui Nasu, 2000",,,
species-2308,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Rhopobota,,falcata,,Nasu,1999,マダラカマヒメハマキ,,,,"Rhopobota falcata Nasu, 1999",,,
species-2309,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Rhopobota,,araliphaga,,Nasu,2021,ウドヒメハマキ,,,,"Rhopobota araliphaga Nasu, 2021",,学名決定,
species-2310,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Rhopobota,,grypodes,,(Meyrick),1912,ハリギリミドリヒメハマキ,,,,"Rhopobota grypodes (Meyrick, 1912)",,,
species-2311,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Rhopobota,,symbolias,,(Meyrick),1912,シロオビカマヒメハマキ,,,,"Rhopobota symbolias (Meyrick, 1912)",,,
species-2312,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Rhopobota,,punctifera,,Kuznetzov,1988,コクテンヒメハマキ,,,,"Rhopobota punctifera Kuznetzov, 1988",,,
species-2313,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Rhopobota,,bipunctata,,Nasu,2021,フタテンハイイロヒメハマキ,,,,"Rhopobota bipunctata Nasu, 2021",,学名決定,
species-2314,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Rhopobota,,mochinoki,,Nasu,2021,モチノキヒメハマキ,,,,"Rhopobota mochinoki Nasu, 2021",,学名決定,
species-2315,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Crocidosema,,plebejana,,Zeller,1847,アオイヒメハマキ,,,,"Crocidosema plebejana Zeller, 1847",,,
species-2316,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Makivora,,hagiyai,,Oku,1979,マキヒメハマキ,,,,"Makivora hagiyai Oku, 1979",,,
species-2317,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Heleanna,,fukugi,,Nasu,1999,フクギモグリヒメハマキ,,,,"Heleanna fukugi Nasu, 1999",,,
species-2318,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Heleanna,,turpinivora,,Nasu & Byun,2007,ショウベンノキヒメハマキ,,,,"Heleanna turpinivora Nasu & Byun, 2007",,,
species-2319,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Heleanna,,tokyoensis,,Nasu,2007,ウスズミクロモンヒメハマキ,,,,"Heleanna tokyoensis Nasu, 2007",,,
species-2320,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Metacosma,,echinophora,,"Komai, Byun & Yamazaki",2018,アカマツメムシガ,,,,"Metacosma echinophora Komai, Byun & Yamazaki, 2018",,学名決定,
species-2321,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Noduliferola,,abstrusa,,Kuznetzov,1973,ハマゴウヒメシンクイ,,,,"Noduliferola abstrusa Kuznetzov, 1973",,,
species-2322,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Herpystis,,tinctoria,,Meyrick,1916,マダラコケイロヒメハマキ,,,,"Herpystis tinctoria Meyrick, 1916",,,
species-2323,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Cosmetra,,"sp. of Nasu, 2013",,,,アカオビヒメハマキ,,,,"Cosmetra sp. of Nasu, 2013",,,
species-2324,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Antichlidas,,holocnista,,Meyrick,1931,ツマキハイイロヒメハマキ,,,,"Antichlidas holocnista Meyrick, 1931",,,
species-2325,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Antichlidas,,trigonia,,Zhang & Li,2004,ズグロツマキハイイロヒメハマキ,,,,"Antichlidas trigonia Zhang & Li, 2004",,,
species-2326,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Eucosmini,モグリヒメハマキガ族,Eccoptocera,,palmicola,,(Meyrick),1912,テンニンカヒメハマキ,,,,"Eccoptocera palmicola (Meyrick, 1912)",,新記録・再分類等,
species-2327,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Dichrorampha,,cancellatana,,Kennel,1901,ヘリホシヒメハマキ,,,,"Dichrorampha cancellatana Kennel, 1901",,,
species-2328,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Dichrorampha,,okui,,Komai,1979,オクヘリホシヒメハマキ,,,,"Dichrorampha okui Komai, 1979",,,
species-2329,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Dichrorampha,,albistriana,,Komai,1979,シロスジヘリホシヒメハマキ,,,,"Dichrorampha albistriana Komai, 1979",,,
species-2330,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Dichrorampha,,canimaculana,,Komai,1979,ハイヘリホシヒメハマキ,,,,"Dichrorampha canimaculana Komai, 1979",,,
species-2331,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Dichrorampha,,impuncta,,Komai,1979,ムモンヘリホシヒメハマキ,,,,"Dichrorampha impuncta Komai, 1979",,,
species-2332,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Dichrorampha,,testacea,,Komai,1979,ウスキヘリホシヒメハマキ,,,,"Dichrorampha testacea Komai, 1979",,,
species-2333,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Dichrorampha,,interponana,,(Danilevsky),1960,アカムラサキヘリホシヒメハマキ,,,,"Dichrorampha interponana (Danilevsky, 1960)",,,
species-2334,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Dichrorampha,,petiverella,,(Linnaeus),1758,ホソキオビヘリホシヒメハマキ,,,,"Dichrorampha petiverella (Linnaeus, 1758)",,,
species-2335,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Dichrorampha,,latiflavana,,Caradja,1916,キオビヘリホシヒメハマキ,,,,"Dichrorampha latiflavana Caradja, 1916",,,
species-2336,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Dichrorampha,,vancouverana,,McDunnough,1935,コキオビヘリホシヒメハマキ,,,,"Dichrorampha vancouverana McDunnough, 1935",,,
species-2337,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Dichrorampha,,"sp. of Oku, 2003",,,,オオヘリホシヒメハマキ,,,,"Dichrorampha sp. of Oku, 2003",,,
species-2338,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Thaumatotibia,,hemitoma,,(Diakonoff),1976,シロテンボカシヒメハマキ,,,,"Thaumatotibia hemitoma (Diakonoff, 1976)",,,
species-2339,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Cryptophlebia,,ombrodelta,,(Lower),1898,アシブトヒメハマキ,,,,"Cryptophlebia ombrodelta (Lower, 1898)",,,
species-2340,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Cryptophlebia,,distorta,,(Hampson),1905,コアシブトヒメハマキ,,,,"Cryptophlebia distorta (Hampson, 1905)",,,
species-2341,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Cryptophlebia,,sigerui,,Kawabe,1995,ミナミアシブトヒメハマキ,,,,"Cryptophlebia sigerui Kawabe, 1995",,新記録・再分類等,
species-2342,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Cryptophlebia,,horii,,Kawabe,1987,オヒルギアシブトヒメハマキ,,ヒルギアシブトヒメハマキ,,"Cryptophlebia horii Kawabe, 1987",,,
species-2343,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Cryptophlebia,,amamiana,,Komai & Nasu,2003,メヒルギアシブトヒメハマキ,,,,"Cryptophlebia amamiana Komai & Nasu, 2003",,,
species-2344,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Cryptophlebia,,palustris,,Komai & Nasu,2003,ヤエヤマヒルギアシブトヒメハマキ,,,,"Cryptophlebia palustris Komai & Nasu, 2003",,,
species-2345,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Cryptophlebia,,nota,,Kawabe,1978,クロモンアシブトヒメハマキ,,,,"Cryptophlebia nota Kawabe, 1978",,,
species-2346,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Cryptophlebia,,repletana,,(Walker),1863,リュウキュウアシブトヒメハマキ,,,,"Cryptophlebia repletana (Walker, 1863)",,,
species-2347,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Cryptophlebia,,yasudai,,Kawabe,1972,オオアシブトヒメハマキ,,,,"Cryptophlebia yasudai Kawabe, 1972",,,
species-2348,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Matsumuraeses,,ussuriensis,,(Caradja),1916,クズヒメサヤムシガ,,ニセアズキサヤヒメハマキ,,"Matsumuraeses ussuriensis (Caradja, 1916)",,,
species-2349,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Matsumuraeses,,azukivora,,(Matsumura),1910,アズキサヤムシガ,,アズキサヤヒメハマキ,,"Matsumuraeses azukivora (Matsumura, 1910)",,,
species-2350,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Matsumuraeses,,vicina,,Kuznetzov,1973,ヒロバヒメサヤムシガ,,クロテンマメサヤヒメハマキ,,"Matsumuraeses vicina Kuznetzov, 1973",,,
species-2351,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Matsumuraeses,,capax,,Razowski & Yasuda,1975,タイツリオオギサヤヒメハマキ,,,,"Matsumuraeses capax Razowski & Yasuda, 1975",,,
species-2352,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Matsumuraeses,,falcana,,(Walsingham),1900,ダイズサヤムシガ,,ニセマメサヤヒメハマキ,,"Matsumuraeses falcana (Walsingham, 1900)",,,
species-2353,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Matsumuraeses,,phaseoli,,(Matsumura),1900,マメヒメサヤムシガ,,マメサヤヒメハマキ,,"Matsumuraeses phaseoli (Matsumura, 1900)",,,
species-2354,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Grapholita,Grapholita,hyalitis,,(Meyrick),1909,スキバヒメハマキ,,,スキバハマキ,"Grapholita hyalitis (Meyrick, 1909)",,,
species-2355,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Grapholita,Grapholita,delineana,,(Walker),1863,ヨツスジヒメシンクイ,,,,"Grapholita delineana (Walker, 1863)",,,
species-2356,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Grapholita,Grapholita,yasudai,,Komai,1999,ヤブマメヒメシンクイ,,,,"Grapholita yasudai Komai, 1999",,,
species-2357,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Grapholita,Grapholita,pallifrontana,,Lienig & Zeller,1846,フタスジヒメハマキ,,,,"Grapholita pallifrontana Lienig & Zeller, 1846",,,
species-2358,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Grapholita,Grapholita,scintillana,,Christoph,1881,コスソキンモンヒメハマキ,,コスソキモンヒメハマキ,スソキンモンコハマキ,"Grapholita scintillana Christoph, 1881",,,
species-2359,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Grapholita,Grapholita,fimana,,Snellen,1883,シタジロヒメハマキ,,,,"Grapholita fimana Snellen, 1883",,,
species-2360,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Grapholita,Grapholita,latericia,,Komai,1999,ミドリバエヒメハマキ,,,,"Grapholita latericia Komai, 1999",,,
species-2361,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Grapholita,Grapholita,okui,,Komai,1999,クロミドリバエヒメハマキ,,スソヨツテンシンクイ,,"Grapholita okui Komai, 1999",,,
species-2362,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Grapholita,Grapholita,pavonana,,(Walsingham),1900,ニセミドリバエヒメハマキ,,,,"Grapholita pavonana (Walsingham, 1900)",,,
species-2363,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Grapholita,Grapholita,exigua,,Kuznetzov,1972,コミドリバエヒメハマキ,,,,"Grapholita exigua Kuznetzov, 1972",,,
species-2364,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Grapholita,Grapholita,jesonica,,(Matsumura),1931,エゾシタジロヒメハマキ,,,エゾシタジロシンクイ,"Grapholita jesonica (Matsumura, 1931)",,,
species-2365,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Grapholita,Grapholita,endrosias,,(Meyrick),1907,セシモフリヒメハマキ,,,セシモフリコハマキ,"Grapholita endrosias (Meyrick, 1907)",,,
species-2366,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Grapholita,Aspila,andabatana,,(Wolff),1957,ナナカマドヒメシンクイ,,,,"Grapholita andabatana (Wolff, 1957)",,,
species-2367,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Grapholita,Aspila,molesta,,(Busck),1916,ナシヒメシンクイ,,ナシノヒメシンクイ,,"Grapholita molesta (Busck, 1916)",,,
species-2368,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Grapholita,Aspila,dimorpha,,Komai,1979,スモモヒメシンクイ,,スモモヒメシンクイガ; ボケヒメシンクイ,,"Grapholita dimorpha Komai, 1979",,,
species-2369,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Grapholita,Aspila,inopinata,,Heinrich,1928,リンゴコシンクイ,,,マンシュウリンゴヒメシンクイ,"Grapholita inopinata Heinrich, 1928",,,
species-2370,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Grapholita,Aspila,rosana,,Danilevsky,1968,ハマナスヒメシンクイ,,,,"Grapholita rosana Danilevsky, 1968",,,
species-2371,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Grapholita,Aspila,tenebrosana,,Duponchel,1843,イバラヒメシンクイ,,,,"Grapholita tenebrosana Duponchel, 1843",,,
species-2372,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Grapholita,Aspila,cerasivora,,(Matsumura),1917,サクラシンクイガ,,,,"Grapholita cerasivora (Matsumura, 1917)",,,
species-2373,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Pammene,,adusta,,Kuznetzov,1972,イバラムモンヒメハマキ,,,,"Pammene adusta Kuznetzov, 1972",,,
species-2374,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Pammene,,insolentana,,Kuznetzov,1964,ウスサンカクモンヒメハマキ,,,,"Pammene insolentana Kuznetzov, 1964",,,
species-2375,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Pammene,,griseomaculana,,Kuznetzov,1960,アトハイジロヒメハマキ,,,,"Pammene griseomaculana Kuznetzov, 1960",,,
species-2376,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Pammene,,grunini,,(Kuznetzov),1960,ホソシタジロヒメハマキ,,,,"Pammene grunini (Kuznetzov, 1960)",,,
species-2377,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Pammene,,nemorosa,,Kuznetzov,1968,ネモロウサヒメハマキ,,,,"Pammene nemorosa Kuznetzov, 1968",,,
species-2378,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Pammene,,ignorata,,Kuznetzov,1968,アトモトジロヒメハマキ,,,,"Pammene ignorata Kuznetzov, 1968",,,
species-2379,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Pammene,,obscurana,,(Stephens),1834,ウスグロヒメハマキ,,,,"Pammene obscurana (Stephens, 1834)",,,
species-2380,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Pammene,,orientana,,Kuznetzov,1960,シタジロシロモンヒメハマキ,,,,"Pammene orientana Kuznetzov, 1960",,,
species-2381,Tortricidae,ハマキガ科,Olethreutinae,ヒメハマキガ亜科,Grapholitini,シンクイヒメハマキガ族,Pammene,,ainorum,,Kuznetzov,1968,アイノセシロオビヒメハマキ,,,,"Pammene ainorum Kuznetzov, 1968",,,
