insect_id,family,family_jp,subfamily,subfamily_jp,tribe,tribe_jp,genus,subgenus,species,subspecies,author,year,japanese_name,old_japanese_name,alternative_name,other_names,scientific_name,synonyms,changes_since_standard,notes
species-H075,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Euphitrea,,nisotroides,S.,S. -H. Chen,1933,ニセタマトビハムシ,,,,"Euphitrea nisotroides S. -H. Chen, 1933",,,
species-H076,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Halticorcus,,duodecimmaculata,S.,S. -H. Chen,1934,ジュウニホシニセマルトビハムシ,,,,"Halticorcus duodecimmaculata S. -H. Chen, 1934",,,
species-H077,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Halticorcus,,hiranoi,"Takizawa,",Takizawa,1982,ヒラノニセマルトビハムシ,,,,"Halticorcus hiranoi Takizawa, 1982",,,
species-H078,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Halticorcus,,kasuga,"Nakane,",Nakane,1963,トホシニセマルトビハムシ,,,,"Halticorcus kasuga Nakane, 1963",,,
species-H079,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Halticorcus,,sauteri,,,,ムツボシニセマルトビハムシ,,,,Halticorcus sauteri,,,
species-H080,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Halticorcus,,sauteri,insularis,Nakane,1984,ムツボシニセマルトビハムシ　屋久島亜種,,,,"Halticorcus sauteri insularis Nakane, 1984",,,
species-H081,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Hemipyxis,,balyi,yaeyamana,Kimoto,1978,ヨツモンミゾアシノミハムシ,,,,"Hemipyxis balyi yaeyamana Kimoto, 1978",,,
species-H082,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Hemipyxis,,changi,"Kimoto,",Kimoto,1970,ヒメマルノミハムシ,,,,"Hemipyxis changi Kimoto, 1970",,,
species-H083,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Hemipyxis,,cinctipennis,,,,キベリヒラタノミハムシ,,,,Hemipyxis cinctipennis,,,
species-H084,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Hemipyxis,,cinctipennis,okinawana,Nakane &amp; Kimoto,1961,キベリヒラタノミハムシ　沖縄本島亜種,,,,"Hemipyxis cinctipennis okinawana Nakane &amp; Kimoto, 1961",,,
species-H085,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Hemipyxis,,flaviabdominalis,"Chûjô,",Chûjô,1965,キバラマルノミハムシ,,,,"Hemipyxis flaviabdominalis Chûjô, 1965",,,
species-H086,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Hemipyxis,,flavipennis,"Baly,",Baly,1874,キバネマルノミハムシ,,,,"Hemipyxis flavipennis Baly, 1874",,,
species-H087,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Hemipyxis,,foveolata,,,,キイロミゾアシノミハムシ,,,,Hemipyxis foveolata,,,
species-H088,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Hemipyxis,,foveolata,miyakoana,Kimoto,1978,キイロミゾアシノミハムシ　宮古島亜種,,,,"Hemipyxis foveolata miyakoana Kimoto, 1978",,,
species-H089,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Hemipyxis,,plagioderoides,"Motschulsky,",Motschulsky,1861,ヒゲナガルリマルノミハムシ,,,,"Hemipyxis plagioderoides Motschulsky, 1861",,,
species-H090,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Hemipyxis,,shirakii,Nakane,Nakane &amp; Kimoto,1961,マエモンヒラタノミハムシ,,,,"Hemipyxis shirakii Nakane &amp; Kimoto, 1961",,,
species-H091,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Hemipyxis,,takarai,Kimoto,Kimoto &amp; Gressitt,1966,タカラミゾアシノミハムシ,,,,"Hemipyxis takarai Kimoto &amp; Gressitt, 1966",,,
species-H092,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Hermaeophaga,Orthocrepis,adamsii,"Baly,",Baly,1874,ヒメトビハムシ,,,,"Hermaeophaga adamsii Baly, 1874",,1874,
species-H093,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Hespera,,lomasa,"Maulik,",Maulik,1926,シロヒゲトビハムシ,,,,"Hespera lomasa Maulik, 1926",,,
species-H094,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Hippuriphila,,babai,"Chûjô,",Chûjô,1959,アカガネトビハムシ,,,,"Hippuriphila babai Chûjô, 1959",,,
species-H095,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Hyphasis,,inconstans,"Jacoby,",Jacoby,1885,コブアシトビハムシ,,,,"Hyphasis inconstans Jacoby, 1885",,,
species-H096,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Ivalia,,bistripunctata,"Chen,",Chen,1933,ムツボシトビハムシ,,,,"Ivalia bistripunctata Chen, 1933",,,
species-H097,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Ivalia,,hiranoi,Takemoto,Takemoto &amp; Suenaga,2021,イリオモテコダマトビハムシ,,,,"Ivalia hiranoi Takemoto &amp; Suenaga, 2021",,,
species-H098,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Ivalia,,kodama,Takemoto,Takemoto &amp; Suenaga,2021,アマミコダマトビハムシ,,,,"Ivalia kodama Takemoto &amp; Suenaga, 2021",,,
species-H099,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Ivalia,,nakanoi,Takemoto,Takemoto &amp; Suenaga,2021,ナカノコダマトビハムシ,,,,"Ivalia nakanoi Takemoto &amp; Suenaga, 2021",,,
species-H100,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Ivalia,,variabilis,Takemoto,Takemoto &amp; Suenaga,2021,カワリコダマトビハムシ,,,,"Ivalia variabilis Takemoto &amp; Suenaga, 2021",,,
species-H101,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Lanka,,esakii,Chûjô,Chûjô &amp; Ohno,1961,ヘリグロセダカトビハムシ,,,,"Lanka esakii Chûjô &amp; Ohno, 1961",,,
species-H102,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Lanka,,fulva,"Chûjô,",Chûjô,1937,キイロセダカトビハムシ,,,,"Lanka fulva Chûjô, 1937",,,
species-H103,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Lanka,,magnoliae,Chûjô,Chûjô &amp; Ohno,1961,ホオノキセダカトビハムシ,,,,"Lanka magnoliae Chûjô &amp; Ohno, 1961",,,
species-H104,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Lanka,,nagaii,"Nakane,",Nakane,1985,フタツメタマノミハムシ,,,,"Lanka nagaii Nakane, 1985",,,
species-H105,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Lesagealtica,,berberii,"Ohno,",Ohno,1961,ルリチビカミナリハムシ,,,,"Lesagealtica berberii Ohno, 1961",,,
species-H106,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Lesagealtica,,flavicornis,"Baly,",Baly,1874,ウスグロチビカミナリハムシ,,,,"Lesagealtica flavicornis Baly, 1874",,,
species-H107,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Lipromela,,minutissima,"Pic,",Pic,1923,セスジトビハムシ,,,,"Lipromela minutissima Pic, 1923",,,
species-H108,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Lipromela,,okinawana,"Chûjô,",Chûjô,1958,オキナワセスジトビハムシ,,,,"Lipromela okinawana Chûjô, 1958",,,
species-H109,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Lipromima,,minuta,"Jacoby,",Jacoby,1885,サシゲトビハムシ,,,,"Lipromima minuta Jacoby, 1885",,,
species-H110,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Lipromorpha,,inexpectata,Y.,Y. Komiya,2006,オキノエラブクビボソトビハムシ,,,,"Lipromorpha inexpectata Y. Komiya, 2006",,,
species-H111,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Lipromorpha,,loochooana,"Chûjô,",Chûjô,1961,リュウキュウクビボソトビハムシ,,,,"Lipromorpha loochooana Chûjô, 1961",,,
species-H112,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Lipromorpha,,sakishimana,Y.,Y. Komiya,2006,サキシマクビボソトビハムシ,,,,"Lipromorpha sakishimana Y. Komiya, 2006",,,
species-H113,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Liprus,,punctatostriatus,"Motschulsky,",Motschulsky,1861,ナガトビハムシ,,,,"Liprus punctatostriatus Motschulsky, 1861",,,
species-H114,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Longitarsus,Longitarsus,adamsii,"Baly,",Baly,1874,ヒルガオトビハムシ,,,,"Longitarsus adamsii Baly, 1874",,1874,
species-H115,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Longitarsus,Longitarsus,bimaculatus,"Baly,",Baly,1874,クロボシトビハムシ,,,,"Longitarsus bimaculatus Baly, 1874",,1874,
species-H116,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Longitarsus,Longitarsus,boharti,"Kimoto,",Kimoto,1965,ミスジアシナガトビハムシ,,,,"Longitarsus boharti Kimoto, 1965",,1965,
species-H117,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Longitarsus,Longitarsus,boraginicolus,"Ohno,",Ohno,1968,ムラサキアシナガトビハムシ,,,,"Longitarsus boraginicolus Ohno, 1968",,1968,
species-H118,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Longitarsus,Longitarsus,cervinus,"Baly,",Baly,1875,アカアシナガトビハムシ,,,,"Longitarsus cervinus Baly, 1875",,1875,
species-H119,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Longitarsus,Longitarsus,dorsopictus,S.,S. -H. Chen,1939,セアカアシナガトビハムシ,,,,"Longitarsus dorsopictus S. -H. Chen, 1939",,1939,
species-H120,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Longitarsus,Longitarsus,formosanus,"Chûjô,",Chûjô,1937,タイワンアシナガトビハムシ,,,,"Longitarsus formosanus Chûjô, 1937",,1937,
species-H121,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Longitarsus,Longitarsus,holsaticus,"Linnaeus,",Linnaeus,1758,イヌノフグリトビハムシ,,,,"Longitarsus holsaticus Linnaeus, 1758",,1758,
species-H122,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Longitarsus,Longitarsus,ishigakiensis,"Kimoto,",Kimoto,1965,イシガキアシナガトビハムシ,,,,"Longitarsus ishigakiensis Kimoto, 1965",,1965,
species-H123,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Longitarsus,Longitarsus,komiyai,"Ohno,",Ohno,1968,コミヤアシナガトビハムシ,,,,"Longitarsus komiyai Ohno, 1968",,1968,
species-H124,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Longitarsus,Longitarsus,lewisii,"Baly,",Baly,1874,オオバコアシナガトビハムシ,,,,"Longitarsus lewisii Baly, 1874",,1874,
species-H125,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Longitarsus,Longitarsus,longiseta,"Weise,",Weise,1889,クガイソウアシナガトビハムシ,,,,"Longitarsus longiseta Weise, 1889",,1889,
species-H126,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Longitarsus,Longitarsus,morrisonus,"Chûjô,",Chûjô,1937,コクロアシナガトビハムシ,,,,"Longitarsus morrisonus Chûjô, 1937",,1937,
species-H127,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Longitarsus,Longitarsus,nipponensis,"Csiki,",Csiki,1940,ハッカアシナガトビハムシ,,,,"Longitarsus nipponensis Csiki, 1940",,1940,
species-H128,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Longitarsus,Longitarsus,nitidiamiculus,"Kimoto,",Kimoto,1965,ヒヨドリバナアシナガトビハムシ,,,,"Longitarsus nitidiamiculus Kimoto, 1965",,1965,
species-H129,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Longitarsus,Longitarsus,nitidus,"Jacoby,",Jacoby,1885,オオアシナガトビハムシ,,,,"Longitarsus nitidus Jacoby, 1885",,1885,
species-H130,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Longitarsus,Longitarsus,ohnoi,"Gruev,",Gruev,1995,チュウジョウアシナガトビハムシ,,,,"Longitarsus ohnoi Gruev, 1995",,1995,
species-H131,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Longitarsus,Longitarsus,okushiriensis,"Gruev,",Gruev,1995,ヒナノウスツボアシナガトビハムシ,,,,"Longitarsus okushiriensis Gruev, 1995",,1995,
species-H132,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Longitarsus,Longitarsus,orientalis,"Jacoby,",Jacoby,1885,トウヨウアシナガトビハムシ,,,,"Longitarsus orientalis Jacoby, 1885",,1885,
species-H133,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Longitarsus,Longitarsus,osimaensis,"Takizawa,",Takizawa,2015,マルアシナガトビハムシ,,,,"Longitarsus osimaensis Takizawa, 2015",,2015,
species-H134,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Longitarsus,Longitarsus,quadraticollis,"Jacoby,",Jacoby,1885,カクムネアシナガトビハムシ,,,,"Longitarsus quadraticollis Jacoby, 1885",,1885,
species-H135,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Longitarsus,Longitarsus,scutellariae,"Ohno,",Ohno,1968,タツナミソウアシナガトビハムシ,,,,"Longitarsus scutellariae Ohno, 1968",,1968,
species-H136,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Longitarsus,Longitarsus,scutellaris,Mulsant,Mulsant &amp; Rey,1874,オオバコトビハムシ,,,,"Longitarsus scutellaris Mulsant &amp; Rey, 1874",,1874,
species-H137,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Longitarsus,Longitarsus,succineus,"Foudras,",Foudras,1860,ヨモギトビハムシ,,,,"Longitarsus succineus Foudras, 1860",,1860,
species-H138,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Longitarsus,Longitarsus,suturellus,"Duftschmid,",Duftschmid,1825,ハンゴンソウアシナガトビハムシ,,,,"Longitarsus suturellus Duftschmid, 1825",,1825,
species-H139,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Longitarsus,Longitarsus,suzukii,"Ohno,",Ohno,1968,スズキアシナガトビハムシ,,,,"Longitarsus suzukii Ohno, 1968",,1968,
species-H140,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Longitarsus,Longitarsus,tokaranus,Nakane,Nakane &amp; Kimoto,1961,トカラアシナガトビハムシ,,,,"Longitarsus tokaranus Nakane &amp; Kimoto, 1961",,1961,
species-H141,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Longitarsus,Longitarsus,yoshiakii,"Ohno,",Ohno,1968,カクバネアシナガトビハムシ,,,,"Longitarsus yoshiakii Ohno, 1968",,1968,
species-H142,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Luperomorpha,,amamiana,,,,アマミホソトビハムシ,,,,Luperomorpha amamiana,,,
species-H143,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Luperomorpha,,birmanica,"Jacoby,",Jacoby,1892,マエアカホソトビハムシ,,,,"Luperomorpha birmanica Jacoby, 1892",,,
species-H144,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Luperomorpha,,collaris,"Baly,",Baly,1874,ムネアカオオトビハムシ,,,,"Luperomorpha collaris Baly, 1874",,,
species-H145,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Luperomorpha,,funesta,"Baly,",Baly,1874,クワノミハムシ,,,,"Luperomorpha funesta Baly, 1874",,,
species-H146,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Luperomorpha,,hidakai,"Kimoto,",Kimoto,1966,ヒダカホソトビハムシ,,,,"Luperomorpha hidakai Kimoto, 1966",,,
species-H147,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Luperomorpha,,pryeri,"Baly,",Baly,1874,クビアカトビハムシ,,,,"Luperomorpha pryeri Baly, 1874",,,
species-H148,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Luperomorpha,,sakishimana,Kimoto,Kimoto &amp; Gressitt,1966,サキシマホソトビハムシ,,,,"Luperomorpha sakishimana Kimoto &amp; Gressitt, 1966",,,
species-H149,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Luperomorpha,,tenebrosa,"Jacoby,",Jacoby,1885,キアシノミハムシ,,,,"Luperomorpha tenebrosa Jacoby, 1885",,,
species-H150,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Luperomorpha,,tokejii,Chûjô,Chûjô &amp; Ohno,1965,トケジホソトビハムシ,,,,"Luperomorpha tokejii Chûjô &amp; Ohno, 1965",,,
species-H151,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Lythraria,,komiyamai,"Ohno,",Ohno,1960,コナスビトビハムシ,,,,"Lythraria komiyamai Ohno, 1960",,,
species-H152,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Lythraria,,salicariae,"Paykull,",Paykull,1800,トラノオトビハムシ,,,,"Lythraria salicariae Paykull, 1800",,,
species-H153,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Manobia,,aoshimense,"Nakane,",Nakane,1985,ケシタマノミハムシ,,,,"Manobia aoshimense Nakane, 1985",,,
species-H154,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Manobia,,formosana,"Chûjô,",Chûjô,1936,チャイロケシトビハムシ,,,,"Manobia formosana Chûjô, 1936",,,
species-H155,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Manobia,,gressitti,Nakane,Nakane &amp; Kimoto,1961,サキシマコトビハムシ,,,,"Manobia gressitti Nakane &amp; Kimoto, 1961",,,
species-H156,Chrysomelidae,ハムシ科,Alticinae,ヒゲナガハムシ亜科,Alticini,ノミハムシ族,Manobia,,lewisi,"Jacoby,",Jacoby,1885,ルイスコトビハムシ,,,,"Manobia lewisi Jacoby, 1885",,,
