大図鑑カタログNo,科名,科和名,亜科名,亜科和名,族名,族和名,亜族名,亜族和名,属名,亜属名,種小名,亜種小名,著者,公表年,類似種,和名,旧和名,別名,その他の和名,亜種範囲,標準図鑑ステータス,標準図鑑以後の変更,学名,食草,出典
,Tineidae,ヒロズコガ科,Tineinae,ヒロズコガ亜科,,,,,Niditinea,,piercella,,Bentinck,1935,,ニセウスグロイガ,ニセウスグロイガ（和名新称）,,,,,,"Niditinea piercella Bentinck, 1935",動物の毛や鳥の羽; 毛織物; 動物の毛や鳥の羽; 毛織物; 動物の毛や鳥の羽; 毛織物; 動物の毛や鳥の羽; 毛織物; 動物の毛や鳥の羽; 毛織物,日本産蛾類標準図鑑3
713,Tineidae,ヒロズコガ科,Tineinae,ヒロズコガ亜科,,,,,Tineola,,bisselliella,,(Hummel),1823,,コイガ,,,,,,,"Tineola bisselliella (Hummel, 1823)",羽毛; 動物の毛皮やこれらの加工製品を食べ; シリアル食品や豆類; 羽毛; 動物の毛皮やこれらの加工製品を食べ; シリアル食品や豆類; 羽毛; 動物の毛皮やこれらの加工製品を食べ; シリアル食品や豆類; 羽毛; 動物の毛皮やこれらの加工製品を食べ; シリアル食品や豆類; 羽毛; 動物の毛皮やこれらの加工製品を食べ; シリアル食品や豆類,日本産蛾類標準図鑑3
,Tineidae,ヒロズコガ科,Tineinae,ヒロズコガ亜科,,,,,Tinea,,columbariella,,Wocke,1877,,トリノフンヒロズコガ,,,,,,,"Tinea columbariella Wocke, 1877",羽毛; 毛織物; フクロウのペリット; 羽毛; 毛織物; フクロウのペリット; 羽毛; 毛織物; フクロウのペリット; 羽毛; 毛織物; フクロウのペリット; 羽毛; 毛織物; フクロウのペリット,日本産蛾類標準図鑑3
714,Tineidae,ヒロズコガ科,Tineinae,ヒロズコガ亜科,,,,,Tinea,,translucens,,Meyrick,1917,,イガ,,,,,,,"Tinea translucens Meyrick, 1917",毛織物; 羽毛; 動物の毛皮; 魚粉; 毛織物; 羽毛; 動物の毛皮; 魚粉; 毛織物; 羽毛; 動物の毛皮; 魚粉; 毛織物; 羽毛; 動物の毛皮; 魚粉; 毛織物; 羽毛; 動物の毛皮; 魚粉,日本産蛾類標準図鑑3
,Tineidae,ヒロズコガ科,Tineinae,ヒロズコガ亜科,,,,,Tinea,,subalbidella,,Stainton,1867,,アトシロクロテンヒロズコガ,,,,,出版後の追加,新記録・再分類等,,不明; 不明; 不明; 不明; 不明,
718,Tineidae,ヒロズコガ科,Tineinae,ヒロズコガ亜科,,,,,Monopis,,flavidorsalis,,(Matsumura),1931,,アトキヒロズコガ,,,,,,,"Monopis flavidorsalis (Matsumura, 1931)",哺乳類の毛や鳥類の羽毛と; これらの加工品; 哺乳類の毛や鳥類の羽毛と; これらの加工品; 哺乳類の毛や鳥類の羽毛と; これらの加工品; 哺乳類の毛や鳥類の羽毛と; これらの加工品; 哺乳類の毛や鳥類の羽毛と; これらの加工品,日本産蛾類標準図鑑3
,Tineidae,ヒロズコガ科,Tineinae,ヒロズコガ亜科,,,,,Monopis,,crocicapitella,,(Clemens),1859,,アトウスキヒロズコガ,,,,,非掲載,学名決定,,不明; 不明; 不明; 不明; 不明,
717,Tineidae,ヒロズコガ科,Tineinae,ヒロズコガ亜科,,,,,Monopis,,pavlovskii,,Zagulajev,1955,,マエモンクロヒロズコガ,,,,,,,"Monopis longella (Walker, 1863)",羽毛; 動物の毛皮・糞; 猛禽類のペリット; 羽毛; 動物の毛皮・糞; 猛禽類のペリット; 羽毛; 動物の毛皮・糞; 猛禽類のペリット; 羽毛; 動物の毛皮・糞; 猛禽類のペリット; 羽毛; 動物の毛皮・糞; 猛禽類のペリット,日本産蛾類標準図鑑3
717,Tineidae,ヒロズコガ科,Tineinae,ヒロズコガ亜科,,,,,Monopis,,monachella,,(Hübner),1796,,マエシロモンクロヒロズコガ,,,,,掲載漏れ,追加種,,不明; 不明; 不明; 不明; 不明,
,Tineidae,ヒロズコガ科,Tineinae,ヒロズコガ亜科,,,,,Monopis,,congestella,,(Walker),1864,,フタモンヒロズコガ,,,,,,,"Monopis congestella (Walker, 1864)",鳥の羽; 毛皮; ペレット; 鳥の羽; 毛皮; ペレット; 鳥の羽; 毛皮; ペレット; 鳥の羽; 毛皮; ペレット; 鳥の羽; 毛皮; ペレット,日本産蛾類標準図鑑3
,Tineidae,ヒロズコガ科,Tineinae,ヒロズコガ亜科,,,,,Crypsithyris,,cana,,Sakai & Saigusa,2002,,ハイイロスカシモンヒロズコガ,,,,,,,"Crypsithyris cana Sakai & Saigusa, 2002",地衣類や昆虫の死骸; 地衣類や昆虫の死骸; 地衣類や昆虫の死骸; 地衣類や昆虫の死骸; 地衣類や昆虫の死骸,日本産蛾類標準図鑑3
708,Tineidae,ヒロズコガ科,Tineinae,ヒロズコガ亜科,,,,,Crypsithyris,,crococoma,,Meyrick,1934,,クロモンチビヒロズコガ,,,,,,,"Crypsithyris crococoma Meyrick, 1934",枯れ葉; 枯れ葉; 枯れ葉; 枯れ葉; 枯れ葉; 枯れ葉; 枯れ葉; 枯れ葉; 枯れ葉; 枯れ葉; 枯れ葉; 枯れ葉; 枯れ葉; 枯れ葉; 枯れ葉; 枯れ葉; 枯れ葉; 枯れ葉; 枯れ葉; 枯れ葉; 枯れ葉; 枯れ葉; 枯れ葉; 枯れ葉; 枯れ葉,日本産蛾類標準図鑑3
,Tineidae,ヒロズコガ科,Tineinae,ヒロズコガ亜科,,,,,Crypsithyris,,japonica,,Petersen & Gaedike,1993,,ウスグロスカシモンヒロズコガ,,,,,,,"Crypsithyris japonica Petersen & Gaedike, 1993",岩や木をおおう地衣類と; 昆虫の死骸; 岩や木をおおう地衣類と; 昆虫の死骸; 岩や木をおおう地衣類と; 昆虫の死骸; 岩や木をおおう地衣類と; 昆虫の死骸; 岩や木をおおう地衣類と; 昆虫の死骸,日本産蛾類標準図鑑3
,Tineidae,ヒロズコガ科,Tineinae,ヒロズコガ亜科,,,,,Crypsithyris,,saigusai,,Gaedike,2000,,コガタスカシモンヒロズコガ,,,,,,,"Crypsithyris saigusai Gaedike, 2000",岩や木をおおう地衣類と; 昆虫の死骸; 岩や木をおおう地衣類と; 昆虫の死骸; 岩や木をおおう地衣類と; 昆虫の死骸; 岩や木をおおう地衣類と; 昆虫の死骸; 岩や木をおおう地衣類と; 昆虫の死骸,日本産蛾類標準図鑑3
,Tineidae,ヒロズコガ科,Tineinae,ヒロズコガ亜科,,,,,Crypsithyris,,"sp. of Nasu et al., 2020",,,,,ミナミウスグロスカシモンヒロズコガ,,,,,出版後の追加,未同定種の追加,,不明; 不明; 不明; 不明; 不明,
,Tineidae,ヒロズコガ科,Tineinae,ヒロズコガ亜科,,,,,Crypsithyrodes,,concolorella,,(Walker),1863,,スカシトビイロヒロズコガ,,,,,出版後の追加,新記録・再分類等,,不明; 不明; 不明; 不明; 不明,
,Tineidae,ヒロズコガ科,Tineinae,ヒロズコガ亜科,,,,,Praeacedes,,atomosella,,(Walker),1863,,ナンヨウヒロズコガ,,,,,出版後の追加,新記録・再分類等,,不明; 不明; 不明; 不明; 不明,
,Tineidae,ヒロズコガ科,Tineinae,ヒロズコガ亜科,,,,,Ceratophaga,,"sp. of Nasu et al., 2019",,,,,ヤエヤマクロテンヒロズコガ,,,,,出版後の追加,未同定種の追加,,不明; 不明; 不明; 不明; 不明,
722,Tineidae,ヒロズコガ科,Erechthiinae,ツマオレガ亜科,,,,,Erechthias,,atririvis,,(Meyrick),1931,,クロスジツマオレガ,,,,,,,"Erechthias atririvis (Meyrick, 1931)",朽ち木; 枯れ木の樹皮; 朽ち木; 枯れ木の樹皮; 朽ち木; 枯れ木の樹皮; 朽ち木; 枯れ木の樹皮; 朽ち木; 枯れ木の樹皮,日本産蛾類標準図鑑3
723,Tineidae,ヒロズコガ科,Erechthiinae,ツマオレガ亜科,,,,,Erechthias,,ioloxa,,(Meyrick),1936,,チビツマオレガ,,,,,,,"Erechthias iolaxa (Meyrick, 1936)",不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑3
,Tineidae,ヒロズコガ科,Erechthiinae,ツマオレガ亜科,,,,,Erechthias,,itoi,,Moriuti & Kadohara,1994,,オガサワラツマオレガ,オガサワラツマオレガ（和名新称）,,,,,,"Erechthias itoi Moriuti & Kadohara, 1994",不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑3
721,Tineidae,ヒロズコガ科,Erechthiinae,ツマオレガ亜科,,,,,Erechthias,,sphenoschista,,(Meyrick),1931,,ウスモンツマオレガ,,,,,,,"Erechthias sphenoschista (Meyrick, 1931)",枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮,日本産蛾類標準図鑑3
,Tineidae,ヒロズコガ科,Erechthiinae,ツマオレガ亜科,,,,,Erechthias,,zebrina,,(Butler),1881,,シマチビツマオレガ,,,,,,,"Erechthias zebrina (Butler, 1881)",国外における幼虫の食性は; コーラの原料となるヒメコラノキの果実; 木材となるアゾベの木にできたゴール; 乾燥または腐敗した植物質; さまざま,日本産蛾類標準図鑑3
,Tineidae,ヒロズコガ科,Erechthiinae,ツマオレガ亜科,,,,,Erechthias,,minuscula,,(Walsingham),1897,,ナンヨウヒメツマオレガ,,,,,出版後の追加,新記録・再分類等,,不明; 不明; 不明; 不明; 不明,
724,Tineidae,ヒロズコガ科,Erechthiinae,ツマオレガ亜科,,,,,Comodica,,contributa,,(Meyrick),1932,,マダラシロツマオレガ,,,,,,,"Comodica contributa (Meyrick, 1932)",朽ち木; 枯れ木の樹皮; 朽ち木; 枯れ木の樹皮; 朽ち木; 枯れ木の樹皮; 朽ち木; 枯れ木の樹皮; 朽ち木; 枯れ木の樹皮,日本産蛾類標準図鑑3
,Tineidae,ヒロズコガ科,Erechthiinae,ツマオレガ亜科,,,,,Comodica,,saitoi,,Moriuti & Kadohara,1994,,ミナミマダラシロツマオレガ,ミナミマダラシロツマオレガ（和名新称）,,,,,,"Comodica saitoi Moriuti & Kadohara, 1994",枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮; 枯れ木の樹皮,日本産蛾類標準図鑑3
,Tineidae,ヒロズコガ科,Erechthiinae,ツマオレガ亜科,,,,,Pyloetis,,mimosae,,(Stainton),1859,,ギンネムヒロズコガ,ギンネムヒロズコガ（和名新称）,,,,,,"Pyloetis mimosae (Stainton, 1859)",ホストとしてさまざまなマメ科が報告されており; アラビアゴムモドキ; ピルマネムノキ; ハブソウ; ナンバンサイカチ; オウコチョウ; シロゴチョウ; キダチデンセイ,日本産蛾類標準図鑑3
725,Tineidae,ヒロズコガ科,Hieroxestinae,メンコガ亜科,,,,,Wegneria,,cerodelta,,(Meyrick),1911,,アトボシメンコガ,,,,,,,"Wegneria cerodelta (Meyrick, 1911)",不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑3
726,Tineidae,ヒロズコガ科,Hieroxestinae,メンコガ亜科,,,,,Opogona,,nipponica,,Stringer,1930,,クロエリメンコガ,,,,,,,"Opogona nipponica Stringer, 1930",シナノキの枯れ枝; ホウオウボクの朽ちた梢; シナノキの枯れ枝; ホウオウボクの朽ちた梢; シナノキの枯れ枝; ホウオウボクの朽ちた梢; シナノキの枯れ枝; ホウオウボクの朽ちた梢; シナノキの枯れ枝; ホウオウボクの朽ちた梢,日本産蛾類標準図鑑3
727,Tineidae,ヒロズコガ科,Hieroxestinae,メンコガ亜科,,,,,Opogona,,thiadelpha,,Meyrick,1934,,モトキメンコガ,,,,,,,"Opogona thiadelpha Meyrick, 1934",不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑3
,Tineidae,ヒロズコガ科,Hieroxestinae,メンコガ亜科,,,,,Opogona,,"sp. of Sakai, 2013",,,,,ヘリグロメンコガ,,,,,,,Opogona sp.,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑3
,Tineidae,ヒロズコガ科,Hieroxestinae,メンコガ亜科,,,,,Opogona,,sacchari,,(Bojer),1856,,クロテンオオメンコガ,,,,,,,"Opogona sacchari (Bojer, 1856)",バナナのほか; ドラセナ; ベンジャミン; ユッカ; バナナや; トウモロコシ; サトウキビ; サツマイモ,日本産蛾類標準図鑑3
,Tineidae,ヒロズコガ科,Harmacloninae,シロナガヒロズコガ亜科,,,,,Micrerethista,,denticulata,,Davis,1998,,イッテンシロナガヒロズコガ,イッテンシロナガヒロズコガ（和名新称）,,,,,,"Micrerethista denticulata Davis, 1998",不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑3
706,Tineidae,ヒロズコガ科,Siloscinae,ホソミヒロズコガ亜科,,,,,Gerontha,,borea,,Moriuti,1977,,アトスカシモンヒロズコガ,,,,,,,"Gerontia borea Moriuti, 1977",不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑3
,Tineidae,ヒロズコガ科,Siloscinae,ホソミヒロズコガ亜科,,,,,Gerontha,,akahatii,,Moriuti,1989,,ミナミスカシモンヒロズコガ,,,,,,,"Gerontia akahatii Moriuti, 1989",不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑3
,Tineidae,ヒロズコガ科,Siloscinae,ホソミヒロズコガ亜科,,,,,Autochthonus,,namhaensis,,(Ponomarenko & Park),1996,,シマヒロズコガ,シマヒロズコガ（和名新称）,,,,,,"Autochthonus namhaensis (Ponomarenko & Park, 1996) comb. nov.",朽ち木の樹皮; 朽ち木の樹皮; 朽ち木の樹皮; 朽ち木の樹皮; 朽ち木の樹皮; 朽ち木の樹皮; 朽ち木の樹皮; 朽ち木の樹皮; 朽ち木の樹皮; 朽ち木の樹皮; 朽ち木の樹皮; 朽ち木の樹皮; 朽ち木の樹皮; 朽ち木の樹皮; 朽ち木の樹皮; 朽ち木の樹皮; 朽ち木の樹皮; 朽ち木の樹皮; 朽ち木の樹皮; 朽ち木の樹皮; 朽ち木の樹皮; 朽ち木の樹皮; 朽ち木の樹皮; 朽ち木の樹皮; 朽ち木の樹皮,日本産蛾類標準図鑑3
705,Tineidae,ヒロズコガ科,Euplocaminae,クシヒゲヒロズコガ亜科,,,,,Psecadioides,,aspersus,,Butler,1881,,クロクモヒロズコガ,,,,,,,"Psecadioides aspersus Butler, 1881",不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑3
,Tineidae,ヒロズコガ科,Euplocaminae,クシヒゲヒロズコガ亜科,,,,,Psecadioides,,tanylopha,,(Meyrick),1932,,チャイロクシヒゲヒロズコガ,チャイロクシヒゲヒロズコガ（和名新称）,,,,,,"Psecadioides tanylopha (Meyrick, 1932)",朽ち木; 朽ち木; 朽ち木; 朽ち木; 朽ち木; 朽ち木; 朽ち木; 朽ち木; 朽ち木; 朽ち木; 朽ち木; 朽ち木; 朽ち木; 朽ち木; 朽ち木; 朽ち木; 朽ち木; 朽ち木; 朽ち木; 朽ち木; 朽ち木; 朽ち木; 朽ち木; 朽ち木; 朽ち木,日本産蛾類標準図鑑3
695,Tineidae,ヒロズコガ科,incertae sedis,ヒロズコガ科 亜科所属不明,,,,,Pelecystola,,strigosa,,(Moore),1888,,クシヒゲキヒロズコガ,,,,,,,"Pelecystola strigosa (Moore, 1888)",不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑3
,Psychidae,ミノガ科,,,,,,,Gen.,,"sp. of Saigusa, 1962",,,,,ヒモミノガ,,,,,非掲載,,,不明; 不明; 不明; 不明; 不明,
,Psychidae,ミノガ科,,,,,,,Gen.,,"sp. of Nakamura, 1977",,,,,キノコヒモミノガ,,,,,非掲載,,,不明; 不明; 不明; 不明; 不明,
719,Psychidae,ミノガ科,,,,,,,Ceratosticha,,leptodeta,,Meyrick,1935,,ヒロズミノガ,,,,,,,"Ceratosticha leptodeta Meyrick, 1935",岩石（ときには樹幹）表面の地衣類; 岩石（ときには樹幹）表面の地衣類; 岩石（ときには樹幹）表面の地衣類; 岩石（ときには樹幹）表面の地衣類; 岩石（ときには樹幹）表面の地衣類,日本産蛾類標準図鑑3
,Psychidae,ミノガ科,,,,,,,Ceratosticha,,"sp. of Saigusa, 2013",,,,,オオヒロズミノガ,,,,,,,,不明; 不明; 不明; 不明; 不明,
,Psychidae,ミノガ科,,,,,,,Eumasia,,viridilichenella,,Saigusa & Sugimoto,2005,,ミドリチイヒロズミノガ,ミドリチィヒロズミノガ,,,,,,"Eumasia viridilichenella Saigusa & Sugimoto, 2005",粉状地衣類; 粉状地衣類; 粉状地衣類; 粉状地衣類; 粉状地衣類; 粉状地衣類; 粉状地衣類; 粉状地衣類; 粉状地衣類; 粉状地衣類; 粉状地衣類; 粉状地衣類; 粉状地衣類; 粉状地衣類; 粉状地衣類; 粉状地衣類; 粉状地衣類; 粉状地衣類; 粉状地衣類; 粉状地衣類; 粉状地衣類; 粉状地衣類; 粉状地衣類; 粉状地衣類; 粉状地衣類,日本産蛾類標準図鑑3
,Psychidae,ミノガ科,,,,,,,Eumasia,,muscella,,Saigusa & Sugimoto,2005,,コケヒロズミノガ,,,,,,,"Eumasia muscella Saigusa & Sugimoto, 2005",蘚類; 蘚類; 蘚類; 蘚類; 蘚類; 蘚類; 蘚類; 蘚類; 蘚類; 蘚類; 蘚類; 蘚類; 蘚類; 蘚類; 蘚類; 蘚類; 蘚類; 蘚類; 蘚類; 蘚類; 蘚類; 蘚類; 蘚類; 蘚類; 蘚類,日本産蛾類標準図鑑3
,Psychidae,ミノガ科,,,,,,,Anatolopsyche,,stylifera,,Sugimoto & Saigusa,2003,,ヨナグニマダラミノガ,,,,,,,"Anatolopsyche stylifera Sugimoto & Saigusa, 2003",不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑3
