大図鑑カタログNo,科名,科和名,亜科名,亜科和名,族名,族和名,亜族名,亜族和名,属名,亜属名,種小名,亜種小名,著者,公表年,類似種,和名,旧和名,別名,その他の和名,亜種範囲,標準図鑑ステータス,標準図鑑以後の変更,学名,食草,備考,出典
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,laetificoides,,Sinev,1993,,オオウスオビカザリバ,,,,,,,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,gracilis,,Sinev,1985,,トダシバカザリバ,,,,,,,,,,
1215,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,dulcivora,,Meyrick,1919,,ススキキオビカザリバ,,,,,,,,,,
1223,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,lienigiella,,Lienig & Zeller,1846,,ヨシウスオビカザリバ,,,,,,,,,,
1222,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,scribaiella,,Zeller,1850,,ヨシカザリバ,ヨシカザリバ,,,,,,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,tateshinensis,,Kuroko,2015,,タテシナカザリバ,,,,,出版後の追加,新記録・再分類等,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,setariella,,Sinev,1985,,ヒメカザリバ,,,,,,,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,azusensis,,Kuroko,2015,,アズサカザリバ,,,,,出版後の追加,新記録・再分類等,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,femilnella,,Sinev,1988,,メヒシバカザリバ,,,,,出版後の追加,新記録・再分類等,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,lophatherella,,Kuroko,2015,,ササクサカザリバ,,,,,出版後の追加,新記録・再分類等,,,,
1221,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,sapporensis,,(Matsumura),1931,,サッポロカザリバ,,,,,,,,,,
1220,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,fulminella,,Stringer,1930,,カザリバ,,,,,,,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,oplismeniella,,Kuroko,2015,,チジミザサカザリバ,,,,,出版後の追加,新記録・再分類等,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,tenuistriata,,Kuroko,2015,,ホソスジカザリバ,,,,,出版後の追加,新記録・再分類等,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,yasudai,,Kuroko,2015,,ヤスダカザリバ,,,,,出版後の追加,新記録・再分類等,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,bromella,,Kuroko,2015,,キツネガヤカザリバ,,,,,出版後の追加,新記録・再分類等,,,,
1219,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,attenuatella,,(Walker),1864,,ホソカザリバ,,,,,,,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,ryukyuensis,,Kuroko,2015,,リュウキュウカザリバ,,,,,出版後の追加,新記録・再分類等,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,margaritae,,Kuroko,2011,,シンジュカザリバ,,,,,,,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,xuthogastra,,(Meyrick),1910,,マガリカザリバ,,,,,出版後の追加,新記録・再分類等,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,microstegiella,,Kuroko,2015,,ササガヤカザリバ,,,,,出版後の追加,新記録・再分類等,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,miscanthella,,Kuroko,2015,,カリヤスモドキカザリバ,,,,,出版後の追加,新記録・再分類等,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,rhyncognathosella,,Sinev,1985,,コカザリバ,,,,,,,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,flavoguttella,,Kuroko,2015,,キオビカザリバ,,,,,出版後の追加,新記録・再分類等,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,infuscata,,Kuroko,2015,,ウスグロカザリバ,,,,,出版後の追加,新記録・再分類等,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,hikosanensis,,Kuroko,2015,,ヒコサンカザリバ,,,,,出版後の追加,新記録・再分類等,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,okinoerabensis,,Kuroko,2015,,オキノエラブカザリバ,,,,,出版後の追加,新記録・再分類等,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,azumai,,Kuroko,2015,,アズマカザリバ,,,,,出版後の追加,新記録・再分類等,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,angoonae,,Kuroko,1987,,アングーンカザリバ,,,,,,,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,manoi,,Kuroko,2015,,マノカザリバ,,,,,出版後の追加,新記録・再分類等,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,asymmetrella,,Sinev,1993,,アブラススキカザリバ,,,,,,,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,infundibulella,,Sinev,1988,,ナガススキカザリバ,,ナガカザリバ,,,,,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,miscanthis,,Kuroko,2015,,ススキカザリバ,,,,,出版後の追加,新記録・再分類等,,,,
1224,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,victor,,Stringer,1930,,ウスイロカザリバ,,,,,,,,,,
1225,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,phyllostachysea,,Kuroko,1975,,マダケカザリバ,,,,,,,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,"sp. 1 of Oku, 2003",,,,,オオホソカザリバ,,,,,非掲載,,,,,
1155,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Macrobathra,,quercea,,Moriuti,1973,,キオビキバガ,,,,,掲載漏れ,,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Macrobathra,,"sp. 1 of Oku, 2003",,,, [nr nomaea Meyrick],ヨツモンホソマルハキバガ,,,,,非掲載,,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Macrobathra,,"sp. 2 of Oku, 2003",,,,,ミツモンホソマルハキバガ,,,,,非掲載,,,,,
,Chrysopeleiidae,コブカザリバガ科,,,,,,,Gisilia,,melanobasis,,Sohn & Park,2018,,ズグロコブカザリバ,,,,,,学名決定,,,,
,Chrysopeleiidae,コブカザリバガ科,,,,,,,Gisilia,,tamrae,,Sohn & Park,2018,,ホソバネコブカザリバ,,,,,出版後の追加,新記録・再分類等,,,,
,Chrysopeleiidae,コブカザリバガ科,,,,,,,Gisilia,,"sp. of Nasu et al., 2020",,,,,ミナミコブカザリバ,,,,,出版後の追加,未同定種の追加,,,,
,Gelechiidae,キバガ科,Apatetrinae,ハモグリキバガ亜科,,,,,Apatetris,,elaeagnella,,Sakamaki,2000,,グミハモグリキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Apatetrinae,ハモグリキバガ亜科,,,,,Apatetris,,elymicola,,Sakamaki,2000,,ハマニンニクキバガ,,,,,,,,,,
1253,Gelechiidae,キバガ科,Apatetrinae,ハモグリキバガ亜科,,,,,Chrysoesthia,,drurella,,(Fabricius),1775,,ヘルマンアカザキバガ,,,,,,,,,,
1254,Gelechiidae,キバガ科,Apatetrinae,ハモグリキバガ亜科,,,,,Chrysoesthia,,sexguttella,,(Thunberg),1794,,ムツモンアカザキバガ,,,,,,,,,,
1255,Gelechiidae,キバガ科,Apatetrinae,ハモグリキバガ亜科,,,,,Chrysoesthia,,heringi,,(Kuroko),1961,,イノコズチキバガ,,,,,,,,,,
1248,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,,,Metzneria,,inflammatella,,(Christoph),1882,,オオトガリキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,,,Metzneria,,lappella,,(Linnaeus),1758,,ゴボウトガリキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,,,Metzneria,,"sp. of Sakamaki, 2013",,,,[nr inflammatella (Christoph)],クロトガリキバガ,,,,,見出し無,,,,,
1249,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,,,Argolamprotes,,micella,,(Denis & Schiffermüller),1775,,ギンボシアカガネキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,,,Apodia,,bifractella,,(Duponchel),[1843],,エゾキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,,,Daltopora,,sinanensis,,Sakamaki,1995,,シナノキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,,,Eulamprotes,,atrella,,(Denis & Schiffermüller),1775,,キモンアカガネキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,,,Eulamprotes,,wilkella,,(Linnaeus),1758,,ギンスジアカガネキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,,,Monochroa,,cytisella,,(Curtis),1837,,エゾマエチャキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,,,Monochroa,,pallida,,Sakamaki,1996,,マエチャキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,,,Monochroa,,servella,,(Zeller),1839,,サクラソウキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,,,Monochroa,,conspersella,,(Herrich-Schäffer),1854,,オカトラノオキバガ,,[サクラソウキバガ],,,,,,,,
,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,,,Monochroa,,kumatai,,Sakamaki,1996,,クマタシラホシキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,,,Monochroa,,lutulentella,,(Zeller),1839,,ナスノキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,,,Monochroa,,lucidella,,(Stephens),1834,,キモンキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,,,Monochroa,,suffusella,,(Douglas),1850,,イグサキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,,,Monochroa,,divisella,,(Douglas),1850,,アヤメキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,,,Monochroa,,subcostipunctella,,Sakamaki,1996,,ニセイグサキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,,,Monochroa,,japonica,,Sakamaki,1996,,ミゾソバキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,,,Monochroa,,hornigi,,(Staudinger),1883,,ホーニッヒチャマダラキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,,,Monochroa,,leptocrossa,,(Meyrick),1926,,ウスイロフサベリキバガ,,,,,,,,,,
1250,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,,,Monochroa,,cleodora,,(Meyrick),1935,,ウスキマダラキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,,,Monochroa,,cleodoroides,,Sakamaki,1994,,ヒメキマダラキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,,,Monochroa,,pentameris,,(Meyrick),1931,,イツボシマダラキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,,,Caulastrocecis,,salinatrix,,(Meyrick),1926,,ハイイロムシコブキバガ,,,,,,,,,,
1294,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,,,Sitotroga,,cerealella,,(Olivier),1789,,バクガ,,,,,,,,,,
1267,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,,,Gelechia,,acanthopis,,Meyrick,1932,,ソバカスキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Gelechia,,cuneatella,,Douglas,1852,,ゴマダラハイキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Gelechia,,inconspicua,,Omelko,1986,,ヤナギウスグロキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Gelechia,,fuscooculata,,Omelko,,,ヒメウスグロキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Gelechia,,"sp. of Sakamaki, 2013",,,,,サクラクロテンキバガ,,,,,見出し無,,,,,
,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Gelechia,,teleiodella,,Omelko,1986,,トドマツクロマダラキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Gelechia,,anomorcta,,Meyrick,1926,,ナラクロテンキバガ,,,,,,,,,,
1286,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Psoricoptera,,gibbosella,,(Zeller),1839,,ミツコブキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Psoricoptera,,kawabei,,Park & Karsholt,1999,,ヌルデミツコブキバガ,,,,,見出し無,,,,,
,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Psoricoptera,,arenicolor,,Omelko,1999,,ダケカンバミツコブキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Psoricoptera,,latignathosa,,Park & Karsholt,1999,,クルミミツコブキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Psoricoptera,,"sp. 2 of Oku, 2003",,,,,ヒメミツコブキバガ,,,,,見出し無,,,,,
,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Chionodes,,continuella,,(Zeller),1839,,シモフリミヤマキバガ,,ミヤマシモフリキバガ,,,,,,,,
,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Chionodes,,viduella,,(Fabricius),1794,,シロオビミヤマキバガ,,ミヤマシロオビキバガ,,,,,,,,
,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Chionodes,,luctuella,,(Hübner),1973,,トウヒミヤマキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Chionodes,,distinctella,,(Zeller),1839,,トビイロミヤマキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Chionodes,,electella,,(Zeller),1839,,ヒメトウヒミヤマキバガ,,,,,,,,,,
1263,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Stenolechia,,bathrodyas,,Meyrick,1935,,イブキチビキバガ,,,,,,,,,,
1266,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Stenolechia,,kodamai,,Okada,1962,,アカマツチビキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Stenolechia,,rectivalva,,Kanazawa,1984,,シロホソハネキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Stenolechia,,robusta,,Kanazawa,1984,,ツシマチビキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Stenolechia,,squamifera,,Kanazawa,1984,,ウロコホソハネキバガ,,,,,,,,,,
1264,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Stenolechia,,notomochla,,Meyrick,1935,,ゴマダラシロチビキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Stenolechia,,sp.,,,,,ブナキバガ,,,,,非掲載,,,,,
1260+1265,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Parastenolechia,,issikiella,,(Okada),1961,,イッシキチビキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Parastenolechia,,gracilis,,Kanazawa,1991,,ヒメイッシキチビキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Parastenolechia,,suriensis,,Park & Ponomarenko,2006,,スリサンキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Angustialata,,gemmellaformis,,Omelko,1988,,オオシロホソハネキバガ,,ゴマダラシロホソキバガ,,,,,,,,
,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Piskunovia,,reductionis,,Omelko,1986,,クロボシヒメホソハネキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Protoparachronistis,,policapitis,,Omelko,1993,,ヨツクロボシハイチビキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Protoparachronistis,,discedens,,Omelko,1986,,クロオビハイチビキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Protoparachronistis,,concolor,,Omelko,1999,,ウスボシハイチビキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Parachronistis,,fumea,,Omelko,,,ウスカクモンハイイロヒメキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Parachronistis,,jiriensis,,Park,1985,,カクモンハイイロヒメキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Parachronistis,,maritima,,Omelko,1986,,ゴマダラヒメキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Chorivalva,,unisaccula,,Omelko,1988,,ウスグロゴマダラヒメキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Chorivalva,,bisaccula,,Omelko,1988,,ハイイロゴマダラヒメキバガ,,,クリイガモグリキバガ,,,,,,,
,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Chorivalva,,grandialata,,Omelko,1988,,オオゴマダラヒメキバガ,,ウスグロゴマダラキバガ,,,,,,,,
,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Sergeya,,temulenta,,Omelko,1998,,キンバネチビキバガ,,,,,出版後の追加,名前変更,,,,
1271+4586,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Caryocolum,,junctellum,,(Douglas),1851,,クロマダラコキバガ,,,,,,,,,,
1268,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Caryocolum,,pullatellum,,(Tengström),1848,,ユウヤミキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Caryocolum,,cassella,,(Walker),1864,,ハイナデシコキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Caryocolum,,leucomelanella,,(Zeller),1839,,クロナデシコキバガ,,,,,,,,,,
1273,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Phthorimaea,,operculella,,(Zeller),1873,,ジャガイモキバガ,,,,,,,,,,
4581,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Scrobipalpa,,atriplicella,,(Fischer von Röslerstamm),1841,,ハマアカザキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Scrobipalpa,,artemisiella,,(Treitschke),1833,,ウスグロコキバガ,,,,,,,,,,
4582,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Scrobipalpa,,kurokoi,,(Povolný),1977,,クロコキバガ,,,,,,,,,,
4584,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Scrobipalpa,,japonica,,(Povolný),1977,,マダラコキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Scrobipalpa,,pauperella,,(Heinemann),1870,,エゾマダラコキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Euscrobipalpa,,"sp. 1 of Oku, 2003",,,,[nr halonella (Herrich-Schäffer)],シモフリコキバガ,,,,,見出し無,,,,,
,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Scrobipalpula,,japonica,,Povolný,2000,,ゴマシオコキバガ,,,,,,,,,,
1272,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Ergasiola,,ergasima,,(Meyrick),1916,,ヒヨドリジョウゴキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Agonocheaetia,,intermedia,,Sattler,1968,,カギモンキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Microcraspedus,,deserticolellus,,(Staudinger),1870,,クロスジコキバガ,,,,,,,,,,
,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,,,Ephysteris,,promptella,,(Staudinger),1859,,シマクロスジコキバガ,,,,,出版後の追加,新記録・再分類等,,,,
1258,Gelechiidae,キバガ科,Teleiodinae,モンキバガ亜科,,,,,Recurvaria,,comprobata,,(Meyrick),1935,,シロクロキバガ,,,,,,,,,,
