大図鑑カタログNo,科名,科和名,亜科名,亜科和名,族名,族和名,亜族名,亜族和名,属名,亜属名,種小名,亜種小名,著者,公表年,類似種,和名,旧和名,別名,その他の和名,亜種範囲,標準図鑑ステータス,標準図鑑以後の変更,学名,食草,食草に関する備考,出典
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Anaboarmia,,aechmeessa,,(Prout),1929,,マルバトビスジエダシャク,,,,,,,"Anaboarmia aechmeessa (Prout, 1929)",不明,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Gigantalcis,,flavolinearia,,(Leech),1891,,フタキスジエダシャク,,,,,,,"Gigantalcis flavolinearia (Leech, 1891)",マメザクラ; ズミ; アズキナシ(以上バラ科); バラ科に固有,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Apocleora,,rimosa,,(Butler),1879,,クロクモエダシャク,,,,,,,"Apocleora rimosa (Butler, 1879)",ヒノキ; ビャクシン(以上ヒノキ科),,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Deileptenia,,ribeata,,(Clerck),1759,,マツオオエダシャク,,,,,,,"Deileptenia ribeata (Clerck, 1759)",広食性,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Cleora,,cinctaria,,(Denis & Schiffermüller),1775,,キタルリモンエダシャク,キタルリモンエダシャク,,,,,,"Cleora cinctaria (Denis & Schiffermüller, 1775)",ヨモギ(キク科); ギシギシ (タデ科)で飼育に成功,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Cleora,,insolita,,(Butler),1878,,ルリモンエダシャク,,,,,,,"Cleora insolita (Butler, 1878)",広食性,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Cleora,,leucophaea,,(Butler),1878,,シロテンエダシャク,シロテンエダシャク,,,,,,"Cleora leucophaea (Butler, 1878)",広食性,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Cleora,,amamiensis,,Sato,1978,,アマミシロテンエダシャク,,,,,,,"Cleora amamiensis Sato, 1978",広食性,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Cleora,,minutaria,,(Leech),1891,,ヤクシマフトスジエダシャク,,,,,,,"Cleora minutaria (Leech, 1891)",広食性,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Cleora,,venustaria,,(Leech),1891,,ソトシロモンエダシャク,,,,,,,"Cleora venustaria (Leech, 1891)",不明,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Cleora,,ogasawarensis,,Inoue,1994,,オガサワラフトスジエダシャク,,,,,,,"Cleora ogasawarensis Inoue, 1994",ウラジロエノキ(アサ科); 広食性,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Cleora,,injectaria,,(Walker),1860,,リュウキュウフトスジエダシャク,,,,,,,"Cleora injectaria (Walker, 1860)",広食性,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Cleora,,repulsaria,,(Walker),1860,,フトスジエダシャク,,,,,,,"Cleora repulsaria (Walker, 1860)",センダン(センダン科); 同科に固有,,日本産蛾類標準図鑑1
,不明,,
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Ascotis,,selenaria,,(Denis & Schiffermüller),1775,,ヨモギエダシャク,ヨモギエダシャク,,,,,,"Ascotis selenaria (Denis & Schiffermüller, 1775)",広食性,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Cusiala,,stipitaria,,(Oberthür),1880,,セブトエダシャク,セブトエダシャク,,,,,,"Cusiala stipitaria (Oberthür, 1880)",広食性,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Ectropis,,aigneri,,Prout,1930,,ウストビスジエダシャク,,,,,,,"Ectropis aigneri Prout, 1930",サワグルミ (クルミ科); フサザクラ(フサザクラ科); ミズキ(ミズキ科); シデコブシ (モクレン科); カツラ (カツラ科),,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Ectropis,,excellens,,(Butler),1884,,オオトビスジエダシャク,,,,,,,"Ectropis excellens (Butler, 1884)",広食性,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Ectropis,,bhurmitra,,(Walker),1860,,ウルマトビスジエダシャク,,,,,,,"Ectropis bhurmitra (Walker, 1860)",不明,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Ectropis,,crepuscularia,,(Denis & Schiffermüller),1775,,フトフタオビエダシャク,,,,,,,"Ectropis crepuscularia (Denis & Schiffermüller, 1775)",広食性,,日本産蛾類標準図鑑1
,不明,,
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Ectropis,,obliqua,,(Prout),1915,,ウスジロエダシャク,,,,,,,"Ectropis obliqua (Prout, 1915)",広食性,,日本産蛾類標準図鑑1
,不明,,
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Hypomecis,,roboraria,,(Denis & Schiffermüller),1775,,ハミスジエダシャク,ハミスジエダシャク,,,,,,"Hypomecis roboraria (Denis & Schiffermüller, 1775)",広食性,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Hypomecis,,lunifera,,(Butler),1878,,オオバナミガタエダシャク,,,,,,,"Hypomecis lunifera (Butler, 1878)",広食性,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Hypomecis,,akiba,,(Inoue),1963,,アキバエダシャク,,,,,,,"Hypomecis akiba (Inoue, 1963)",広食性,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Hypomecis,,definita,,(Butler),1881,,ナカシロオビエダシャク,,,,,,,"Hypomecis definita (Butler, 1881)",モミ(マツ科); コメツガ; アカマツ; ヒマラヤスギ(以上マツ科)で飼育可能,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Hypomecis,,punctinalis,,(Scopoli),1763,,ウスバミスジエダシャク,ウスバミスジエダシャク,,,,,,"Hypomecis punctinalis (Scopoli, 1763)",広食性,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Hypomecis,,yuwanina,,(Sato),1981,,アマミミスジエダシャク,,,,,,,"Hypomecis yuwanina (Sato, 1981)",不明,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Hypomecis,,kuriligena,,(Bryk),1942,,ヒメミスジエダシャク,,,,,,,"Hypomecis kuriligena (Bryk, 1942)",不明,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Hypomecis,,crassestrigata,,(Christoph),1881,,フトオビエダシャク,,,,,,,"Hypomecis crassestrigata (Christoph, 1881)",ヨモギ (キク科) (本属の他種とは異なり単食性〜狭食性で; しかも樹木ではなく草本につく点で特異),,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Calicha,,ornataria,,(Leech),1891,,ソトシロオビエダシャク,,,,,,,"Calicha ornataria (Leech, 1891)",コマユミ; マユミ(以上ニシキギ科); ニシキギ科に固有,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Microcalicha,,fumosaria,,(Leech),1891,,クロオオモンエダシャク,クロオオモンエダシャク,,,,,,"Microcalicha fumosaria (Leech, 1891)",マサキ; コマユミ; ツリバナ; ツルマサキ(以上ニシキギ科); 同科ニシキギ属に固有,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Microcalicha,,sordida,,(Butler),1878,,シタクモエダシャク,,,,,,,"Microcalicha sordida (Butler, 1878)",クロヅル; ツルウメモドキ(以上ニシキギ科),,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Paradarisa,,chloauges,,Prout,1927,,ヒロバウスアオエダシャク,ヒロバウスアオエダシャク,,,,,,"Paradarisa chloauges Prout, 1927",ウバメガシ (ブナ科); シデコブシ (モクレン科),,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Paradarisa,,consonaria,,(Hübner),1799,,シナトビスジエダシャク,,,,,,,"Paradarisa consonaria (Hübner, 1799)",広食性,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Racotis,,petrosa,,(Butler),1879,,ナミスジエダシャク,,,,,,,"Racotis petrosa (Butler, 1879)",アブラチャン; ダンコウバイ; オオバクロモジ(以上クスノキ科); 同科に固有,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Racotis,,boarmiaria,,(Guenée),1858,,ホシミスジエダシャク,,,,,,,"Racotis boarmiaria (Guenée, 1858)",シロダモ; アオモジ(以上クスノキ科); 同科に固有,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Psilalcis,,breta,,(Swinhoe),1890,,ウスチャトビモンエダシャク,ウスチャトビモンエダシャク,,,,,,"Psilalcis breta (Swinhoe, 1890)",広食性,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Heterarmia,,costipunctaria,,(Leech),1891,,マエモンキエダシャク,,,,,,,"Heterarmia costipunctaria (Leech, 1891)",不明,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Heterarmia,,charon,,(Butler),1878,,ナミガタエダシャク,ナミガタエダシャク,,,,,,"Heterarmia charon (Butler, 1878)",広食性,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Heterarmia,,dissimilis,,(Staudinger),1897,,トガリスジグロエダシャク,,,,,,,"Heterarmia dissimilis (Staudinger, 1897)",不明,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Polymixinia,,appositaria,,(Leech),1891,,ツシマウスグロエダシャク,,,,,,,"Polymixinia appositaria (Leech, 1891)",不明,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Protoboarmia,,simpliciaria,,(Leech),1897,,オレクギエダシャク,,,,,,,"Protoboarmia simpliciaria (Leech, 1897)",ハルニレ(ニレ科); ソメイヨシノ; ズミ(以上バラ科)。枯れ葉や枯れ枝; 樹皮も食す,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Protoboarmia,,faustinata,,(Warren),1897,,ニセオレクギエダシャク,,,,,,,"Protoboarmia faustinata (Warren, 1897)",スギ; ヒノキ(以上ヒノキ科); セイヨウシャクナゲ(ツツジ科)。各種の枯れ葉も食べるものと推定,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Phanerothyris,,sinearia,,(Guenée),1858,,ウスグロナミエダシャク,ウスグロナミエダシャク,,,,,,"Phanerothyris sinearia (Guenée, 1858)",オニグルミ; サワグルミ (以上クルミ科); 同科に固有,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Diplurodes,,vestita,,Warren,1896,,ハラゲエダシャク,ハラゲエダシャク,,,,,,"Diplurodes vestita Warren, 1896",不明,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Satoblephara,,parvularia,,(Leech),1891,,ハラゲチビエダシャク,,,,,,,"Satoblephara parvularia (Leech, 1891)",コナラ; クヌギ(以上ブナ科); おそらくブナ科に固有,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Myrioblephara,,cilicornaria,,(Püngeler),1903,,キバネトビスジエダシャク,,,,,,,"Myrioblephara cilicornaria (Püngeler, 1904)",不明,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Myrioblephara,,nanaria,,(Staudinger),1897,,チビトビスジエダシャク,,,,,,,"Myrioblephara nanaria (Staudinger, 1897)",アカシデ; クマシデ(以上カバノキ科); クマシデ属に固有と考えられる,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Aethalura,,ignobilis,,(Butler),1878,,ハンノトビスジエダシャク,,,,,,,"Aethalura ignobilis (Butler, 1878)",ヒメヤシャブシ; ヤマハンノキ; ハンノキ; シラカンバ(以上カバノキ科); 同科に固有,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Ophthalmitis,,albosignaria,,(Bremer & Grey),1853,,ヨツメエダシャク,ヨツメエダシャク,,,,,,"Ophthalmitis albosignaria (Bremer & Grey, 1853)",オニグルミ (クルミ科); クルミ科に固有,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Ophthalmitis,,irrorataria,,(Bremer & Grey),1853,,コヨツメエダシャク,,,,,,,"Ophthalmitis irrorataria (Bremer & Grey, 1853)",ズミ; リンゴ; カイドウ; カマツカ; アズキナシ(以上バラ科); バラ科に固有,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Parectropis,,similaria,,(Hufnagel),1767,,シロモンキエダシャク,シロモンキエダシャク,,,,,,"Parectropis similaria (Hufnagel, 1767)",広食性,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Dischidesia,,kurokoi,,Inoue,1963,,コケヒメエダシャク,,,,,,,"Dischidesia kurokoi Inoue, 1963",コケ,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Abaciscus,,albipunctata,,(Inoue),1955,,シロテントビスジエダシャク,,,,,,,"Abaciscus albipunctata (Inoue, 1955)",ブナ (ブナ科); ブナ属に固有,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Arbognophos,,amoenaria,,(Staudinger),1897,,スジグロエダシャク,,,,,,,"Arbognophos amoenaria (Staudinger, 1897)",不明,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Elophos,,vittaria,,(Thunberg),1788,,コウノエダシャク,コウノエダシャク,,,,,,"Elophos vittaria (Thunberg, 1788)",不明,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Hirasa,,paupera,,(Butler),1881,,クロスジハイイロエダシャク,,,,,,,"Hirasa paupera (Butler, 1881)",広食性,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Ctenognophos,,grandinaria,,(Motschulsky),1861,,ハガタキエダシャク,,,,,,,"Ctenognophos grandinaria (Motschulsky, 1861)",広食性,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Jankowskia,,fuscaria,,(Leech),1891,,チャノウンモンエダシャク,チャノウンモンエダシャク,,,,,,"Jankowskia fuscaria (Leech, 1891)",広食性,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Jankowskia,,pseudathleta,,Sato,1980,,キタウンモンエダシャク,,,,,,,"Jankowskia pseudathleta Sato, 1980",広食性,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Phthonosema,,,,,,,リンゴツノエダシャク,,,,,,,"Phthonosema tendinosaria (Bremer, 1864)",広食性,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Phthonosema,,,,,,,トビネオオエダシャク,トビネオオエダシャク,,,,,,"Phthonosema invenustaria (Leech, 1891)",広食性,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Xandrames,,latiferaria,,(Walker),1860,,シロスジオオエダシャク,シロスジオオエダシャク,,,,,,"Xandrames latiferaria (Walker, 1860)",ダンコウバイ (クスノキ科); クスノキ科に固有であろう,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Xandrames,,dholaria,,Moore,1868,,ヒロオビオオエダシャク,,,,,,,"Xandrames dholaria Moore, 1868",ダンコウバイ; オオバクロモジ(以上クスノキ科); クスノキ科に固有,,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Amblychia,,insueta,,(Butler),1878,,チャマダラエダシャク,,,,,,,"Amblychia insueta (Butler, 1878)",アブラチャン; クロモジ(以上クスノキ科); シキミ(マツブサ科),,日本産蛾類標準図鑑1
,不明,,
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Amblychia,,angeronaria,,Guenée,1858,,オオツバメエダシャク,,,,,,,"Amblychia angeronaria Guenée, 1858",クスノキ; タブノキ; シロダモ (以上クスノキ科); サネカズラ(マツブサ科),,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Duliophyle,,agitata,,(Butler),1878,,ヒロオビエダシャク,ヒロオビエダシャク,,,,,,"Duliophyle agitata (Butler, 1878)",アブラチャン; オオバクロモジ; ダンコウバイ(以上クスノキ科); シキミ(マツブサ科),,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Duliophyle,,majuscularia,,(Leech),1897,,オオトビエダシャク,,,,,,,"Duliophyle majuscularia (Leech, 1897)",アワブキ(アワブキ科),,日本産蛾類標準図鑑1
,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Scionomia,,anomala,,(Butler),1881,,ツマキウスグロエダシャク,,,,,,,"Scionomia anomala (Butler, 1881)",各種シダ植物,,日本産蛾類標準図鑑1
